# x  u(x)  d(x)  ubar(x)  dbar(x)
4.7480992818e-01 6.5960998064e-01 2.0322683578e-01 4.6671647535e-03 4.6817902394e-03
4.8949096804e-01 5.9421656307e-01 1.7508046729e-01 3.6121474390e-03 3.6192349940e-03
5.0462594308e-01 5.3197955510e-01 1.4934016418e-01 2.7524999134e-03 2.7557256285e-03
5.2022888890e-01 4.7297260077e-01 1.2599973908e-01 2.0640436063e-03 2.0654887040e-03
5.3631427507e-01 4.1732507702e-01 1.0506088208e-01 1.5200946970e-03 1.5206853853e-03
5.5289701857e-01 3.6515267944e-01 8.6485858778e-02 1.0962807698e-03 1.0964967440e-03
5.6999249759e-01 3.1652110483e-01 7.0200412877e-02 7.7306658026e-04 7.7314345626e-04
5.8761656584e-01 2.7149596979e-01 5.6114870850e-02 5.3207225435e-04 5.3209792059e-04
6.0578556718e-01 2.3013771772e-01 4.4115264735e-02 3.5640022102e-04 3.5640981930e-04
6.2451635087e-01 1.9250072564e-01 3.4056186339e-02 2.3108027602e-04 2.3108294842e-04
6.4382628711e-01 1.5858819466e-01 2.5769869317e-02 1.4436543848e-04 1.4436596594e-04
6.6373328320e-01 1.2838876771e-01 1.9080923079e-02 8.6503207747e-05 8.6503368932e-05
6.8425580013e-01 1.0185313202e-01 1.3795281446e-02 4.9340250245e-05 4.9340332394e-05
7.0541286968e-01 7.8905555612e-02 9.7178267016e-03 2.6550776722e-05 2.6550774553e-05
7.2722411212e-01 5.9428338887e-02 6.6526854347e-03 1.3329224991e-05 1.3329224317e-05
7.4970975436e-01 4.3263592928e-02 4.4121172744e-03 6.1458233516e-06 6.1458233529e-06
7.7289064872e-01 3.0209095782e-02 2.8227604710e-03 2.5451751120e-06 2.5451750969e-06
7.9678829228e-01 2.0018226206e-02 1.7309981551e-03 9.1617848098e-07 9.1617846986e-07
8.2142484679e-01 1.2397588923e-02 1.0066498257e-03 2.7172552156e-07 2.7172558596e-07
8.4682315926e-01 7.0146471730e-03 5.4560055761e-04 6.0204334223e-08 6.0204328959e-08
8.7300678310e-01 3.4947603897e-03 2.6634512291e-04 7.6533874186e-09 7.6533874186e-09
9.0000000000e-01 1.4367639408e-03 1.0988274962e-04 9.8538274604e-11 9.8538274604e-11
