# x  u(x)  d(x)  ubar(x)  dbar(x)
2.7316271092e-04 2.7080330821e+03 2.6542258807e+03 2.6270117948e+03 2.6371177084e+03
2.8160885412e-04 2.6105479678e+03 2.5575779139e+03 2.5305264350e+03 2.5405345632e+03
2.9031615059e-04 2.5169022589e+03 2.4647626165e+03 2.4378716810e+03 2.4477824212e+03
2.9929267514e-04 2.4270259761e+03 2.3757107903e+03 2.3489780525e+03 2.3587917577e+03
3.0854675226e-04 2.3408596389e+03 2.2903637887e+03 2.2637907374e+03 2.2735067909e+03
3.1808696383e-04 2.2581796598e+03 2.2084969234e+03 2.1820858794e+03 2.1917036944e+03
3.2792215707e-04 2.1787246391e+03 2.1298472118e+03 2.1035990100e+03 2.1131186259e+03
3.3806145276e-04 2.1022530557e+03 2.0541717262e+03 2.0280858853e+03 2.0375078990e+03
3.4851425370e-04 2.0285419860e+03 1.9812463003e+03 1.9553211807e+03 1.9646466821e+03
3.5929025341e-04 1.9573858955e+03 1.9108643095e+03 1.8850972582e+03 1.8943277702e+03
3.7039944515e-04 1.8885954981e+03 1.8428355178e+03 1.8172230030e+03 1.8263604271e+03
3.8185213115e-04 1.8219971098e+03 1.7769854252e+03 1.7515231783e+03 1.7605697387e+03
3.9365893220e-04 1.7575416369e+03 1.7132651844e+03 1.6879520637e+03 1.6969092695e+03
4.0583079747e-04 1.6952482949e+03 1.6516952862e+03 1.6265321423e+03 1.6354008577e+03
4.1837901468e-04 1.6350868961e+03 1.5922465158e+03 1.5672333461e+03 1.5760144691e+03
4.3131522057e-04 1.5770246863e+03 1.5348869958e+03 1.5100230467e+03 1.5187175032e+03
4.4465141169e-04 1.5210266347e+03 1.4795824831e+03 1.4548663445e+03 1.4634750822e+03
4.5839995550e-04 1.4670557037e+03 1.4262966454e+03 1.4017263377e+03 1.4102503208e+03
4.7257360187e-04 1.4150731014e+03 1.3749913195e+03 1.3505643738e+03 1.3590045781e+03
4.8718549491e-04 1.3650385158e+03 1.3256267518e+03 1.3013402831e+03 1.3096976916e+03
5.0224918513e-04 1.3168871944e+03 1.2781383226e+03 1.2539918241e+03 1.2622671244e+03
5.1777864201e-04 1.2705193759e+03 1.2324257578e+03 1.2084208962e+03 1.2166145011e+03
5.3378826698e-04 1.2258471924e+03 1.1884007973e+03 1.1645382645e+03 1.1726506583e+03
5.5029290675e-04 1.1827877901e+03 1.1459802442e+03 1.1222598680e+03 1.1302915983e+03
5.6730786709e-04 1.1412630417e+03 1.1050856729e+03 1.0815065219e+03 1.0894581910e+03
5.8484892703e-04 1.1011992811e+03 1.0656431613e+03 1.0422036401e+03 1.0500758979e+03
6.0293235347e-04 1.0625270518e+03 1.0275830355e+03 1.0042809741e+03 1.0120745113e+03
6.2157491629e-04 1.0251808690e+03 9.9083962937e+02 9.6767236434e+02 9.7538790597e+02
6.4079390389e-04 9.8910771952e+02 9.5535989769e+02 9.3232583361e+02 9.3996401868e+02
6.6060713922e-04 9.5428135987e+02 9.2111796432e+02 8.9821830423e+02 9.0577953274e+02
6.8103299632e-04 9.2066822368e+02 8.8808056382e+02 8.6531580872e+02 8.7280049777e+02
7.0209041734e-04 8.8823457233e+02 8.5621422861e+02 8.3358413039e+02 8.4099272177e+02
7.2379893014e-04 8.5694712476e+02 8.2548592727e+02 8.0298957999e+02 8.1032253710e+02
7.4617866635e-04 8.2677308190e+02 7.9586309060e+02 7.7349901474e+02 7.8075681972e+02
7.6925038009e-04 7.9768014838e+02 7.6731363475e+02 7.4507985479e+02 7.5226300596e+02
7.9303546718e-04 7.6963655170e+02 7.3980598179e+02 7.1770009757e+02 7.2480910705e+02
8.1755598499e-04 7.4260496728e+02 7.1330284103e+02 6.9132325660e+02 6.9835858842e+02
8.4283467293e-04 7.1653550265e+02 6.8775405866e+02 6.6590203163e+02 6.7286398858e+02
8.6889497347e-04 6.9139463506e+02 6.6312624206e+02 6.4140245293e+02 6.4829134527e+02
8.9576105394e-04 6.6715097231e+02 6.3938814751e+02 6.1779255818e+02 6.2460871377e+02
9.2345782892e-04 6.4377408892e+02 6.1650948886e+02 5.9504142921e+02 6.0178519192e+02
9.5201098333e-04 6.2123450041e+02 5.9446091260e+02 5.7311916035e+02 5.7979088863e+02
9.8144699627e-04 5.9950363817e+02 5.7321397331e+02 5.5199682762e+02 5.5859689315e+02
1.0117931656e-03 5.7855382479e+02 5.5274110960e+02 5.3164645882e+02 5.3817524532e+02
1.0430776331e-03 5.5835552649e+02 5.3301275141e+02 5.1203903408e+02 5.1849689532e+02
1.0753294110e-03 5.3887444094e+02 5.1399427017e+02 4.9314262525e+02 4.9952979270e+02
1.1085784081e-03 5.2008744400e+02 4.9566278116e+02 4.7493392956e+02 4.8125065929e+02
1.1428554584e-03 5.0197285758e+02 4.7799687201e+02 4.5739090126e+02 4.6363748424e+02
1.1781923491e-03 4.8450950871e+02 4.6097561240e+02 4.4049205256e+02 4.4666881150e+02
1.2146218503e-03 4.6767672671e+02 4.4457855313e+02 4.2421644678e+02 4.3032373320e+02
1.2521777453e-03 4.5145433993e+02 4.2878572428e+02 4.0854369111e+02 4.1458188257e+02
1.2908948620e-03 4.3582267179e+02 4.1357763289e+02 3.9345392901e+02 3.9942342659e+02
1.3308091051e-03 4.2076175916e+02 3.9893438006e+02 3.7892766726e+02 3.8482886546e+02
1.3719574897e-03 4.0624812190e+02 3.8483218824e+02 3.6494357429e+02 3.7077677437e+02
1.4143781751e-03 3.9225977981e+02 3.7124910358e+02 3.5147936708e+02 3.5724487635e+02
1.4581105006e-03 3.7877591144e+02 3.5816437156e+02 3.3851371533e+02 3.4421185799e+02
1.5031950221e-03 3.6577658390e+02 3.4555812487e+02 3.2602624430e+02 3.3165736028e+02
1.5496735490e-03 3.5324271376e+02 3.3341134439e+02 3.1399749047e+02 3.1956193438e+02
1.5975891838e-03 3.4115602954e+02 3.2170582189e+02 3.0240885931e+02 3.0790699948e+02
1.6469863617e-03 3.2949903598e+02 3.1042412432e+02 2.9124258496e+02 2.9667480245e+02
1.6979108917e-03 3.1825729741e+02 2.9955192617e+02 2.8048466787e+02 2.8585134342e+02
1.7504099993e-03 3.0742293819e+02 2.8908153788e+02 2.7012960097e+02 2.7543107394e+02
1.8045323700e-03 2.9697812161e+02 2.7899503097e+02 2.6015919244e+02 2.6539580541e+02
1.8603281950e-03 2.8690482077e+02 2.6927427786e+02 2.5055481386e+02 2.5572691815e+02
1.9178492171e-03 2.7718598067e+02 2.5990214134e+02 2.4129888607e+02 2.4640684155e+02
1.9771487792e-03 2.6780546566e+02 2.5086242068e+02 2.3237482072e+02 2.3741899562e+02
2.0382818733e-03 2.5874800955e+02 2.4213980047e+02 2.2376696484e+02 2.2874773550e+02
2.1013051920e-03 2.4999916826e+02 2.3371980207e+02 2.1546054834e+02 2.2037829901e+02
2.1662771807e-03 2.4154343149e+02 2.2558671911e+02 2.0744004523e+02 2.1229523788e+02
2.2332580919e-03 2.3336511658e+02 2.1772443511e+02 1.9969089788e+02 2.0448420693e+02
2.3023100411e-03 2.2546167662e+02 2.1013097624e+02 1.9221110538e+02 1.9694305830e+02
2.3734970645e-03 2.1783112619e+02 2.0280496464e+02 1.8499909054e+02 1.8967005107e+02
2.4468851783e-03 2.1047092164e+02 1.9574440278e+02 1.7805268000e+02 1.8266286766e+02
2.5225424396e-03 2.0337801570e+02 1.8894673259e+02 1.7136916152e+02 1.7591866969e+02
2.6005390103e-03 1.9654890857e+02 1.8240889076e+02 1.6494533744e+02 1.6943415010e+02
2.6809472212e-03 1.8997969570e+02 1.7612736043e+02 1.5877757482e+02 1.6320558190e+02
2.7638416400e-03 1.8366327157e+02 1.7009519678e+02 1.5285920215e+02 1.5722633062e+02
2.8492991397e-03 1.7758212258e+02 1.6429433757e+02 1.4717326860e+02 1.5147979525e+02
2.9373989703e-03 1.7172488481e+02 1.5871322181e+02 1.4170797937e+02 1.4595415957e+02
3.0282228322e-03 1.6608148765e+02 1.5334164950e+02 1.3645281336e+02 1.4063885226e+02
3.1218549520e-03 1.6064236779e+02 1.4816994670e+02 1.3139781071e+02 1.3552387087e+02
3.2183821606e-03 1.5539844350e+02 1.4318893844e+02 1.2653354308e+02 1.3059975152e+02
3.3178939736e-03 1.5034109010e+02 1.3838992300e+02 1.2185108537e+02 1.2585754000e+02
3.4204826745e-03 1.4546211666e+02 1.3376464738e+02 1.1734198888e+02 1.2128876438e+02
3.5262434000e-03 1.4075695192e+02 1.2930876854e+02 1.1300220221e+02 1.1688945056e+02
3.6352742286e-03 1.3622488368e+02 1.2502210749e+02 1.0883252514e+02 1.1266061253e+02
3.7476762714e-03 1.3185618430e+02 1.2089466740e+02 1.0482274585e+02 1.0859200289e+02
3.8635537656e-03 1.2764132481e+02 1.1691664925e+02 1.0096281471e+02 1.0467353004e+02
3.9830141717e-03 1.2357141290e+02 1.1307892818e+02 9.7243383246e+01 1.0089581005e+02
4.1061682726e-03 1.1963815397e+02 1.0937301187e+02 9.3655760447e+01 9.7250122364e+01
4.2331302768e-03 1.1583381436e+02 1.0579100104e+02 9.0191871362e+01 9.3728367958e+01
4.3640179239e-03 1.1215118660e+02 1.0232555228e+02 8.6844218081e+01 9.0323029811e+01
4.4989525941e-03 1.0858472281e+02 9.8971307557e+01 8.3607719119e+01 8.7029208693e+01
4.6380594208e-03 1.0513271996e+02 9.5727030126e+01 8.0481669337e+01 8.3846413608e+01
4.7814674061e-03 1.0179362720e+02 9.2591252549e+01 7.7464530325e+01 8.0772981327e+01
4.9293095413e-03 9.8565748426e+01 8.9562357312e+01 7.4554613297e+01 7.7807110289e+01
5.0817229294e-03 9.5447266258e+01 8.6638605382e+01 7.1750113952e+01 7.4946897864e+01
5.2388489127e-03 9.2436256382e+01 8.3818150430e+01 6.9049126225e+01 7.2190352977e+01
5.4008332040e-03 8.9530700876e+01 8.1099052091e+01 6.6449655101e+01 6.9535407861e+01
5.5678260212e-03 8.6728474908e+01 7.8479266627e+01 6.3949609438e+01 6.6979913607e+01
5.7399822271e-03 8.4024568268e+01 7.5954195181e+01 6.1544596546e+01 6.4519777512e+01
5.9174614727e-03 8.1413776775e+01 7.3518733708e+01 5.9229637362e+01 6.2150171380e+01
6.1004283455e-03 7.8892486985e+01 7.1169098370e+01 5.7000908515e+01 5.9867187596e+01
6.2890525220e-03 7.6457238011e+01 6.8901684624e+01 5.4854767076e+01 5.7667110022e+01
6.4835089250e-03 7.4104714865e+01 6.6713058503e+01 5.2787741774e+01 5.5546404334e+01
6.6839778860e-03 7.1831742085e+01 6.4599948321e+01 5.0796524632e+01 5.3501708838e+01
6.8906453121e-03 6.9635277644e+01 6.2559236761e+01 4.8877963001e+01 5.1529825733e+01
7.1037028589e-03 6.7512401815e+01 6.0588049577e+01 4.7029148337e+01 4.9627854545e+01
7.3233481077e-03 6.5460418366e+01 5.8684427724e+01 4.5248120084e+01 4.7794155668e+01
7.5497847492e-03 6.3477006512e+01 5.6846068115e+01 4.3532623579e+01 4.6026480334e+01
7.7832227720e-03 6.1559943623e+01 5.5070601250e+01 4.1880333102e+01 4.4322433789e+01
8.0238786576e-03 5.9707070434e+01 5.3355746068e+01 4.0289002408e+01 4.2679709962e+01
8.2719755810e-03 5.7916289698e+01 5.1699306623e+01 3.8756462111e+01 4.1096088107e+01
8.5277436179e-03 5.6185564849e+01 5.0099168884e+01 3.7280617156e+01 3.9569429581e+01
8.7914199577e-03 5.4512918660e+01 4.8553297657e+01 3.5859444369e+01 3.8097674738e+01
9.0632491237e-03 5.2896092615e+01 4.7059793953e+01 3.4490887213e+01 3.6678890527e+01
9.3434832000e-03 5.1332701294e+01 4.5616845325e+01 3.3172937059e+01 3.5311281790e+01
9.6323820649e-03 4.9821024807e+01 4.4222589675e+01 3.1903856968e+01 3.3993055130e+01
9.9302136321e-03 4.8359400708e+01 4.2875235591e+01 3.0681966902e+01 3.2722477235e+01
1.0237254099e-02 4.6946212792e+01 4.1573061407e+01 2.9505638930e+01 3.1497874118e+01
1.0553788204e-02 4.5579890204e+01 4.0314412418e+01 2.8373295842e+01 3.0317629136e+01
1.0880109488e-02 4.4258906541e+01 3.9097698206e+01 2.7283409783e+01 2.9180181067e+01
1.1216520568e-02 4.2981748808e+01 3.7921459843e+01 2.6234513780e+01 2.8084053797e+01
1.1563333421e-02 4.1746669228e+01 3.6784727741e+01 2.5225208077e+01 2.7027998261e+01
1.1920869666e-02 4.0552089092e+01 3.5685943112e+01 2.4253921746e+01 2.6010491554e+01
1.2289460869e-02 3.9396540456e+01 3.4623474307e+01 2.3319114037e+01 2.5030004595e+01
1.2669448848e-02 3.8278611408e+01 3.3595772601e+01 2.2419311539e+01 2.4085074926e+01
1.3061185988e-02 3.7196943892e+01 3.2601367875e+01 2.1553105128e+01 2.3174303674e+01
1.3465035572e-02 3.6150231627e+01 3.1638864517e+01 2.0719147054e+01 2.2296352639e+01
1.3881372115e-02 3.5137218658e+01 3.0706947464e+01 1.9916151326e+01 2.1449944596e+01
1.4310581711e-02 3.4156738771e+01 2.9805058827e+01 1.9143126399e+01 2.0634095973e+01
1.4753062392e-02 3.3207661279e+01 2.8932358967e+01 1.8399079974e+01 1.9847842183e+01
1.5209224499e-02 3.2288874424e+01 2.8087614080e+01 1.7682928062e+01 1.9090130813e+01
1.5679491058e-02 3.1399307715e+01 2.7269653322e+01 1.6993627622e+01 1.8359946664e+01
1.6164298176e-02 3.0537930385e+01 2.6477365497e+01 1.6330174999e+01 1.7656310431e+01
1.6664095446e-02 2.9703749903e+01 2.5709695911e+01 1.5691604419e+01 1.6978277436e+01
1.7179346360e-02 2.8895810899e+01 2.4965644128e+01 1.5076987108e+01 1.6324936783e+01
1.7710528742e-02 2.8113570156e+01 2.4245098387e+01 1.4486021070e+01 1.5695805543e+01
1.8258135190e-02 2.7356205995e+01 2.3547572771e+01 1.3917961539e+01 1.5090103834e+01
1.8822673534e-02 2.6622501821e+01 2.2871764228e+01 1.3371429049e+01 1.4506632526e+01
1.9404667305e-02 2.5911313766e+01 2.2216459344e+01 1.2845137570e+01 1.3944264577e+01
2.0004656221e-02 2.5221566474e+01 2.1580528723e+01 1.2337888755e+01 1.3401940839e+01
2.0623196689e-02 2.4552249119e+01 2.0962921677e+01 1.1848566490e+01 1.2878666083e+01
2.1260862321e-02 2.3902413710e+01 2.0362669695e+01 1.1376129868e+01 1.2373500269e+01
2.1918244462e-02 2.3271404346e+01 1.9779507867e+01 1.0919704568e+01 1.1885433332e+01
2.2595952743e-02 2.2658854291e+01 1.9213274355e+01 1.0479147546e+01 1.1414185787e+01
2.3294615647e-02 2.2064372639e+01 1.8663538992e+01 1.0054469685e+01 1.0959738982e+01
2.4014881084e-02 2.1487564508e+01 1.8129878307e+01 9.6456349660e+00 1.0522028386e+01
2.4757417004e-02 2.0928032143e+01 1.7611875689e+01 9.2525646971e+00 1.0100947770e+01
2.5522912003e-02 2.0385375939e+01 1.7109121528e+01 8.8751414672e+00 9.6963531241e+00
2.6312075974e-02 1.9859170442e+01 1.6621233934e+01 8.5130588245e+00 9.3078901457e+00
2.7125640757e-02 1.9348768154e+01 1.6147873538e+01 8.1650396142e+00 8.9341510283e+00
2.7964360821e-02 1.8853542686e+01 1.5688473747e+01 7.8305390192e+00 8.5746461882e+00
2.8829013962e-02 1.8372915754e+01 1.5242463612e+01 7.5091966660e+00 8.2290921565e+00
2.9720402027e-02 1.7906335546e+01 1.4809302965e+01 7.2006531204e+00 7.8971954469e+00
3.0639351655e-02 1.7453275447e+01 1.4388480687e+01 6.9045505422e+00 7.5786540542e+00
3.1586715044e-02 1.7013238149e+01 1.3979517778e+01 6.6205393828e+00 7.2731613474e+00
3.2563370744e-02 1.6586476849e+01 1.3582632551e+01 6.3490236615e+00 6.9806505488e+00
3.3570224467e-02 1.6172574378e+01 1.3197542262e+01 6.0893595173e+00 6.7004209280e+00
3.4608209930e-02 1.5770466532e+01 1.2823400809e+01 5.8401292362e+00 6.4314387522e+00
3.5678289723e-02 1.5379179666e+01 1.2459431459e+01 5.6000451651e+00 6.1727537027e+00
3.6781456195e-02 1.4997824531e+01 1.2104922133e+01 5.3679407010e+00 5.9234933579e+00
3.7918732382e-02 1.4625590462e+01 1.1759220979e+01 5.1427618025e+00 5.6828579902e+00
3.9091172949e-02 1.4262436332e+01 1.1422304698e+01 4.9242757965e+00 5.4504401223e+00
4.0299865173e-02 1.3908658594e+01 1.1094379902e+01 4.7129815224e+00 5.2263380734e+00
4.1545929950e-02 1.3563872427e+01 1.0775071199e+01 4.5088519345e+00 5.0104956628e+00
4.2830522831e-02 1.3227715036e+01 1.0464025805e+01 4.3118430404e+00 4.8028387459e+00
4.4154835099e-02 1.2899845257e+01 1.0160912897e+01 4.1218962739e+00 4.6032772680e+00
4.5520094870e-02 1.2579946260e+01 9.8654257786e+00 3.9389350678e+00 4.4117020966e+00
4.6927568235e-02 1.2268002172e+01 9.5775365845e+00 3.7625256745e+00 4.2276338905e+00
4.8378560430e-02 1.1963863913e+01 9.2971328623e+00 3.5923809187e+00 4.0506935086e+00
4.9874417049e-02 1.1667210338e+01 9.0239531683e+00 3.4284292485e+00 3.8807134863e+00
5.1416525293e-02 1.1377740182e+01 8.7577501086e+00 3.2705897350e+00 3.7175242735e+00
5.3006315254e-02 1.1095170823e+01 8.4982894894e+00 3.1187730492e+00 3.5609547682e+00
5.4645261243e-02 1.0819349240e+01 8.2454154145e+00 2.9728959268e+00 3.4108724615e+00
5.6334883154e-02 1.0550418463e+01 7.9991556472e+00 2.8327781418e+00 3.2671269112e+00
5.8076747879e-02 1.0288006292e+01 7.7592458953e+00 2.6980265391e+00 3.1292459922e+00
5.9872470757e-02 1.0031714581e+01 7.5254069219e+00 2.5682628695e+00 2.9967668229e+00
6.1723717071e-02 9.7811780342e+00 7.2973786213e+00 2.4431380151e+00 2.8692631531e+00
6.3632203598e-02 9.5360944829e+00 7.0749465540e+00 2.3223217621e+00 2.7463664680e+00
6.5599700194e-02 9.2965839412e+00 6.8582029554e+00 2.2055556873e+00 2.6280584996e+00
6.7628031440e-02 9.0625583419e+00 6.6469670349e+00 2.0929445246e+00 2.5142458320e+00
6.9719078333e-02 8.8338289934e+00 6.4409715414e+00 1.9846281091e+00 2.4047680621e+00
7.1874780030e-02 8.6102183687e+00 6.2399692254e+00 1.8807177964e+00 2.2994703133e+00
7.4097135646e-02 8.3915808306e+00 6.0437605688e+00 1.7812501741e+00 2.1982253226e+00
7.6388206109e-02 8.1779469859e+00 5.8524132463e+00 1.6857980361e+00 2.1010311813e+00
7.8750116069e-02 7.9691655446e+00 5.6657932355e+00 1.5942366304e+00 2.0076010678e+00
8.1185055872e-02 7.7650430040e+00 5.4837089652e+00 1.5065456620e+00 1.9176083059e+00
8.3695283588e-02 7.5653991509e+00 5.3059820915e+00 1.4226951311e+00 1.8307538051e+00
8.6283127104e-02 7.3701497029e+00 5.1325065579e+00 1.3425356025e+00 1.7468794444e+00
8.8950986290e-02 7.1793282073e+00 4.9632871173e+00 1.2657744969e+00 1.6660551530e+00
9.1701335214e-02 6.9927377532e+00 4.7981855251e+00 1.1924363375e+00 1.5880889419e+00
9.4536724446e-02 6.8101844483e+00 4.6370637717e+00 1.1225474361e+00 1.5127882791e+00
9.7459783416e-02 6.6315136141e+00 4.4797983862e+00 1.0560978882e+00 1.4399858858e+00
1.0047322286e-01 6.4568350794e+00 4.3263504231e+00 9.9280287518e-01 1.3696636940e+00
1.0357983732e-01 6.2859709946e+00 4.1766385079e+00 9.3256687231e-01 1.3017447121e+00
1.0678250776e-01 6.1186607491e+00 4.0305625099e+00 8.7537340595e-01 1.2361202708e+00
1.1008420420e-01 5.9546816640e+00 3.8880258806e+00 8.2119160326e-01 1.1726898913e+00
1.1348798853e-01 5.7941630113e+00 3.7489295084e+00 7.6982850137e-01 1.1114039816e+00
1.1699701726e-01 5.6369950425e+00 3.6132532090e+00 7.2115947335e-01 1.0521963916e+00
1.2061454456e-01 5.4829223595e+00 3.4809942780e+00 6.7512415168e-01 9.9498583200e-01
1.2434392516e-01 5.3317494200e+00 3.3521356776e+00 6.3165414921e-01 9.3968946546e-01
1.2818861756e-01 5.1836565587e+00 3.2265568896e+00 5.9060763339e-01 8.8619908971e-01
1.3215218717e-01 5.0384398526e+00 3.1041954423e+00 5.5187825399e-01 8.3453280465e-01
1.3623830966e-01 4.8957863595e+00 2.9850159135e+00 5.1538084622e-01 7.8472985493e-01
1.4045077435e-01 4.7555772302e+00 2.8689423371e+00 4.8103668910e-01 7.3675860093e-01
1.4479348771e-01 4.6179840556e+00 2.7558644181e+00 4.4874628187e-01 6.9048801282e-01
1.4927047700e-01 4.4827167132e+00 2.6458137455e+00 4.1836981211e-01 6.4597430506e-01
1.5388589402e-01 4.3495115533e+00 2.5388137761e+00 3.8977838807e-01 6.0326224458e-01
1.5864401892e-01 4.2185403663e+00 2.4347538735e+00 3.6291696604e-01 5.6219819913e-01
1.6354926421e-01 4.0896586111e+00 2.3335595879e+00 3.3768573853e-01 5.2280428537e-01
1.6860617883e-01 3.9625733856e+00 2.2351951864e+00 3.1396443393e-01 4.8517741582e-01
1.7381945236e-01 3.8373362129e+00 2.1395781053e+00 2.9169811529e-01 4.4922068812e-01
1.7919391940e-01 3.7139443383e+00 2.0466379806e+00 2.7080979642e-01 4.1488074410e-01
1.8473456402e-01 3.5921393840e+00 1.9563445419e+00 2.5117285558e-01 3.8225599026e-01
1.9044652440e-01 3.4719289566e+00 1.8686310086e+00 2.3273544683e-01 3.5127168384e-01
1.9633509760e-01 3.3533382292e+00 1.7834195014e+00 2.1543589206e-01 3.2186559148e-01
2.0240574444e-01 3.2361662390e+00 1.7006632340e+00 1.9914538225e-01 2.9413669719e-01
2.0866409463e-01 3.1204347737e+00 1.6202962624e+00 1.8381925868e-01 2.6799958496e-01
2.1511595190e-01 3.0061206927e+00 1.5422326500e+00 1.6941093344e-01 2.4341556806e-01
2.2176729948e-01 2.8931104084e+00 1.4663960692e+00 1.5584279375e-01 2.2042726263e-01
2.2862430556e-01 2.7814848933e+00 1.3927348373e+00 1.4308790101e-01 1.9892273862e-01
2.3569332906e-01 2.6712050038e+00 1.3211783186e+00 1.3108573905e-01 1.7890590041e-01
2.4298092554e-01 2.5622280794e+00 1.2516573087e+00 1.1978547602e-01 1.6035744571e-01
2.5049385322e-01 2.4545922706e+00 1.1841135270e+00 1.0916221027e-01 1.4319438854e-01
2.5823907931e-01 2.3483162675e+00 1.1184877867e+00 9.9170908812e-02 1.2740844771e-01
2.6622378643e-01 2.2433937652e+00 1.0547208638e+00 8.9782044163e-02 1.1292926910e-01
2.7445537930e-01 2.1399154071e+00 9.9277404300e-01 8.0978664809e-02 9.9702303627e-02
2.8294149159e-01 2.0378766006e+00 9.3258446117e-01 7.2731212052e-02 8.7678239378e-02
2.9168999297e-01 1.9373591170e+00 8.7413386005e-01 6.5029670252e-02 7.6782947462e-02
3.0070899649e-01 1.8384295086e+00 8.1739256417e-01 5.7861989783e-02 6.6955254447e-02
3.1000686602e-01 1.7411261416e+00 7.6233492268e-01 5.1208877091e-02 5.8130541910e-02
3.1959222405e-01 1.6455791565e+00 7.0897182963e-01 4.5067026250e-02 5.0233179244e-02
3.2947395967e-01 1.5518000851e+00 6.5727432290e-01 3.9415041732e-02 4.3208326530e-02
3.3966123683e-01 1.4599587595e+00 6.0729611523e-01 3.4251569887e-02 3.6971350748e-02
3.5016350281e-01 1.3700669845e+00 5.5901794171e-01 2.9554850292e-02 3.1472668424e-02
3.6099049701e-01 1.2822905614e+00 5.1251554971e-01 2.5317972386e-02 2.6632062741e-02
3.7215225999e-01 1.1966786616e+00 4.6780715390e-01 2.1518036130e-02 2.2399873689e-02
3.8365914272e-01 1.1133437069e+00 4.2495310606e-01 1.8139443468e-02 1.8713882504e-02
3.9552181625e-01 1.0324116704e+00 3.8403920576e-01 1.5156590558e-02 1.5519106198e-02
4.0775128157e-01 9.5391300772e-01 3.4507205176e-01 1.2549266450e-02 1.2773876001e-02
4.2035887981e-01 8.7805322221e-01 3.0819528143e-01 1.0285848338e-02 1.0418293253e-02
4.3335630279e-01 8.0483541966e-01 2.7340097699e-01 8.3447317259e-03 8.4220028713e-03
4.4675560381e-01 7.3441840504e-01 2.4079528532e-01 6.6942241248e-03 6.7370440379e-03
4.6056920887e-01 6.6691033855e-01 2.1042888300e-01 5.3042228561e-03 5.3269525614e-03
