# x  u(x)  d(x)  ubar(x)  dbar(x)
2.4183649994e-04 2.9329487207e+03 2.8768703665e+03 2.8506346991e+03 2.8607624768e+03
2.4931404218e-04 2.8274172416e+03 2.7721896456e+03 2.7461024622e+03 2.7561364858e+03
2.5702278872e-04 2.7256616978e+03 2.6712742079e+03 2.6453358633e+03 2.6552765716e+03
2.6496988835e-04 2.6276339787e+03 2.5740771853e+03 2.5482873059e+03 2.5581351253e+03
2.7316271092e-04 2.5332803813e+03 2.4805459790e+03 2.4549035537e+03 2.4646588995e+03
2.8160885412e-04 2.4425422184e+03 2.3906228788e+03 2.3651263425e+03 2.3747896197e+03
2.9031615059e-04 2.3553563868e+03 2.3042456403e+03 2.2788929506e+03 2.2884645548e+03
2.9929267514e-04 2.2716573210e+03 2.2213494651e+03 2.1961382833e+03 2.2056185749e+03
3.0854675226e-04 2.1913869322e+03 2.1418770467e+03 2.1168087674e+03 2.1261971762e+03
3.1808696383e-04 2.1143405528e+03 2.0656226443e+03 2.0406995155e+03 2.0499954801e+03
3.2792215707e-04 2.0402806112e+03 1.9923471629e+03 1.9675700309e+03 1.9767735700e+03
3.3806145276e-04 1.9689874609e+03 1.9218296023e+03 1.8971980730e+03 1.9063097205e+03
3.4851425370e-04 1.9002582289e+03 1.8538658937e+03 1.8293784809e+03 1.8383992271e+03
3.5929025341e-04 1.8339057295e+03 1.7882678011e+03 1.7639220648e+03 1.7728533006e+03
3.7039944515e-04 1.7697574383e+03 1.7248618857e+03 1.7006545582e+03 1.7094980246e+03
3.8185213115e-04 1.7076549066e+03 1.6634889127e+03 1.6394160343e+03 1.6481737706e+03
3.9365893220e-04 1.6475509297e+03 1.6041019448e+03 1.5801626206e+03 1.5888359518e+03
4.0583079747e-04 1.5894600224e+03 1.5467167258e+03 1.5229119764e+03 1.5315016174e+03
4.1837901468e-04 1.5333529749e+03 1.4913049552e+03 1.4676349329e+03 1.4761416639e+03
4.3131522057e-04 1.4791983214e+03 1.4378359864e+03 1.4143000788e+03 1.4227247357e+03
4.4465141169e-04 1.4269625994e+03 1.3862770931e+03 1.3628740192e+03 1.3712174846e+03
4.5839995550e-04 1.3766105920e+03 1.3365937178e+03 1.3133216159e+03 1.3215848109e+03
4.7257360187e-04 1.3281055539e+03 1.2887497031e+03 1.2656062122e+03 1.2737900894e+03
4.8718549491e-04 1.2814094213e+03 1.2427075074e+03 1.2196898419e+03 1.2277953780e+03
5.0224918513e-04 1.2364627879e+03 1.1984078294e+03 1.1755155561e+03 1.1835434202e+03
5.1777864201e-04 1.1931742112e+03 1.1557587452e+03 1.1329935940e+03 1.1409441542e+03
5.3378826698e-04 1.1514620827e+03 1.1146783067e+03 1.0920410486e+03 1.0999147429e+03
5.5029290675e-04 1.1112494547e+03 1.0750892692e+03 1.0525798261e+03 1.0603771538e+03
5.6730786709e-04 1.0724637737e+03 1.0369188220e+03 1.0145363688e+03 1.0222578828e+03
5.8484892703e-04 1.0350366330e+03 1.0000983377e+03 9.7784139722e+02 9.8548769665e+02
6.0293235347e-04 9.9890353908e+02 9.6456313612e+02 9.4242966631e+02 9.5000138994e+02
6.2157491629e-04 9.6400368975e+02 9.3025225999e+02 9.0823973406e+02 9.1573755418e+02
6.4079390389e-04 9.3028793703e+02 8.9711652861e+02 8.7522347661e+02 8.8264797431e+02
6.6060713922e-04 8.9773211956e+02 8.6513209210e+02 8.4335980698e+02 8.5071131816e+02
6.8103299632e-04 8.6630514688e+02 8.3426813529e+02 8.1261721505e+02 8.1989609911e+02
7.0209041734e-04 8.3597575594e+02 8.0449364420e+02 7.8296394563e+02 7.9017059273e+02
7.2379893014e-04 8.0671310221e+02 7.7577800381e+02 7.5436873286e+02 7.6150356020e+02
7.4617866635e-04 7.7848678274e+02 7.4809102258e+02 7.2680081775e+02 7.3386426608e+02
7.6925038009e-04 7.5126685663e+02 7.2140295425e+02 7.0022996337e+02 7.0722249384e+02
7.9303546718e-04 7.2502386311e+02 6.9568451722e+02 6.7462646812e+02 6.8154855934e+02
8.1755598499e-04 6.9972317309e+02 6.7090110286e+02 6.4995652623e+02 6.5680860081e+02
8.4283467293e-04 6.7531847105e+02 6.4700613353e+02 6.2617639732e+02 6.3295869204e+02
8.6889497347e-04 6.5177866231e+02 6.2396865258e+02 6.0325454161e+02 6.0996731180e+02
8.9576105394e-04 6.2907462717e+02 6.0175969560e+02 5.8116127149e+02 5.8780480202e+02
9.2345782892e-04 6.0717813885e+02 5.8035118074e+02 5.5986786903e+02 5.6644247133e+02
9.5201098333e-04 5.8606183996e+02 5.5971588598e+02 5.3934655645e+02 5.4585256583e+02
9.8144699627e-04 5.6569921938e+02 5.3982742675e+02 5.1957046749e+02 5.2600824064e+02
1.0117931656e-03 5.4606458962e+02 5.2066023399e+02 5.0051361953e+02 5.0688353217e+02
1.0430776331e-03 5.2713047814e+02 5.0218679320e+02 4.8214904860e+02 4.8845144702e+02
1.0753294110e-03 5.0886488724e+02 4.8437475454e+02 4.6444711136e+02 4.7068220114e+02
1.1085784081e-03 4.9124644036e+02 4.6720297662e+02 4.4738624461e+02 4.5355425115e+02
1.1428554584e-03 4.7425510933e+02 4.5065169473e+02 4.3094604619e+02 4.3704722687e+02
1.1781923491e-03 4.5787132062e+02 4.3470157552e+02 4.1510662173e+02 4.2114126304e+02
1.2146218503e-03 4.4207595377e+02 4.1933371729e+02 3.9984857904e+02 4.0581699388e+02
1.2521777453e-03 4.2685033930e+02 4.0452964946e+02 3.8515302203e+02 3.9105554721e+02
1.2908948620e-03 4.1217625598e+02 3.9027133137e+02 3.7100154434e+02 3.7683853828e+02
1.3308091051e-03 3.9803507689e+02 3.7654019241e+02 3.5737598271e+02 3.6314779449e+02
1.3719574897e-03 3.8440457660e+02 3.6331369006e+02 3.4425625173e+02 3.4996313319e+02
1.4143781751e-03 3.7126446341e+02 3.5057155973e+02 3.3162175504e+02 3.3726396609e+02
1.4581105006e-03 3.5859555798e+02 3.3829469132e+02 3.1945280315e+02 3.2503062291e+02
1.5031950221e-03 3.4637948406e+02 3.2646477574e+02 3.0773057647e+02 3.1324430186e+02
1.5496735490e-03 3.3459863377e+02 3.1506427044e+02 2.9643708542e+02 3.0188702991e+02
1.5975891838e-03 3.2323613435e+02 3.0407636634e+02 2.8555513247e+02 2.9094162484e+02
1.6469863617e-03 3.1227581643e+02 2.9348495619e+02 2.7506827580e+02 2.8039165903e+02
1.6979108917e-03 3.0170423398e+02 2.8327669735e+02 2.6496350241e+02 2.7022411656e+02
1.7504099993e-03 2.9151367545e+02 2.7344403915e+02 2.5523546179e+02 2.6043359255e+02
1.8045323700e-03 2.8168753537e+02 2.6397028479e+02 2.4586718910e+02 2.5100312960e+02
1.8603281950e-03 2.7220907326e+02 2.5483859581e+02 2.3684133859e+02 2.4191539635e+02
1.9178492171e-03 2.6306244573e+02 2.4603304867e+02 2.2814153919e+02 2.3315403522e+02
1.9771487792e-03 2.5423265815e+02 2.3753858509e+02 2.1975234017e+02 2.2470360827e+02
2.0382818733e-03 2.4570551874e+02 2.2934096490e+02 2.1165915973e+02 2.1654954571e+02
2.1013051920e-03 2.3746759504e+02 2.2142672140e+02 2.0384823628e+02 2.0867809727e+02
2.1662771807e-03 2.2950447739e+02 2.1378124218e+02 1.9630515102e+02 2.0107492013e+02
2.2332580919e-03 2.2180158233e+02 2.0638948442e+02 1.8901647160e+02 1.9372677854e+02
2.3023100411e-03 2.1435638830e+02 1.9924950041e+02 1.8198020060e+02 1.8663153073e+02
2.3734970645e-03 2.0716689706e+02 1.9235990258e+02 1.7519472376e+02 1.7978740301e+02
2.4468851783e-03 2.0023060476e+02 1.8571873569e+02 1.6865788589e+02 1.7319209981e+02
2.5225424396e-03 1.9354455185e+02 1.7932353115e+02 1.6236704316e+02 1.6684285455e+02
2.6005390103e-03 1.8710536967e+02 1.7317135798e+02 1.5631911195e+02 1.6073647714e+02
2.6809472212e-03 1.8090932400e+02 1.6725887035e+02 1.5051061457e+02 1.5486939848e+02
2.7638416400e-03 1.7494972178e+02 1.6157952791e+02 1.4493529006e+02 1.4923539218e+02
2.8492991397e-03 1.6921029045e+02 1.5611648283e+02 1.3957746145e+02 1.4381911740e+02
2.9373989703e-03 1.6368053143e+02 1.5085904235e+02 1.3442620092e+02 1.3860962764e+02
3.0282228322e-03 1.5835113994e+02 1.4579777697e+02 1.2947175161e+02 1.3359711962e+02
3.1218549520e-03 1.5321327363e+02 1.4092373758e+02 1.2470487321e+02 1.2877231382e+02
3.2183821606e-03 1.4825852940e+02 1.3622843091e+02 1.2011681469e+02 1.2412642665e+02
3.3178939736e-03 1.4347892121e+02 1.3170379625e+02 1.1569928842e+02 1.1965114399e+02
3.4204826745e-03 1.3886685911e+02 1.2734218329e+02 1.1144444556e+02 1.1533859607e+02
3.5262434000e-03 1.3441798922e+02 1.2313945349e+02 1.0734844876e+02 1.1118502392e+02
3.6352742286e-03 1.3013138820e+02 1.1909518609e+02 1.0341188408e+02 1.0719122402e+02
3.7476762714e-03 1.2599808811e+02 1.1520015213e+02 9.9625306332e+01 1.0334771128e+02
3.8635537656e-03 1.2200931027e+02 1.1144531161e+02 9.5979422599e+01 9.9645146978e+01
3.9830141717e-03 1.1815685558e+02 1.0782224042e+02 9.2465583273e+01 9.6074842687e+01
4.1061682726e-03 1.1443306932e+02 1.0432309240e+02 8.9075742040e+01 9.2628719621e+01
4.2331302768e-03 1.1083080787e+02 1.0094056350e+02 8.5802418057e+01 8.9299270311e+01
4.3640179239e-03 1.0734340714e+02 9.7667857888e+01 8.2638660251e+01 8.6079522387e+01
4.4989525941e-03 1.0396564067e+02 9.4499924769e+01 7.9579715962e+01 8.2964905906e+01
4.6380594208e-03 1.0069575366e+02 9.1435451201e+01 7.6624827711e+01 7.9954880853e+01
4.7814674061e-03 9.7532249301e+01 8.8473025221e+01 7.3772497569e+01 7.7047825280e+01
4.9293095413e-03 9.4473499910e+01 8.5611098997e+01 7.1021092838e+01 7.4241994468e+01
5.0817229294e-03 9.1517767644e+01 8.2848013858e+01 6.8368877651e+01 7.1535554960e+01
5.2388489127e-03 8.8663217675e+01 8.0182013408e+01 6.5814025484e+01 6.8926595945e+01
5.4008332040e-03 8.5907930465e+01 7.7611255756e+01 6.3354630821e+01 6.6413139865e+01
5.5678260212e-03 8.3249888757e+01 7.5133804339e+01 6.0988702436e+01 6.3993138462e+01
5.7399822271e-03 8.0684356475e+01 7.2745317780e+01 5.8712138513e+01 6.1662793506e+01
5.9174614727e-03 7.8206468012e+01 7.0441021713e+01 5.6520307318e+01 5.9417624242e+01
6.1004283455e-03 7.5812872848e+01 6.8217397466e+01 5.4409641880e+01 5.7253977029e+01
6.2890525220e-03 7.3500358890e+01 6.6071091066e+01 5.2376742166e+01 5.5168376538e+01
6.4835089250e-03 7.1265846564e+01 6.3998905316e+01 5.0418366995e+01 5.3157516779e+01
6.6839778860e-03 6.9106383164e+01 6.1997792255e+01 4.8531426354e+01 5.1218252556e+01
6.8906453121e-03 6.7019137440e+01 6.0064845956e+01 4.6712974067e+01 4.9347591352e+01
7.1037028589e-03 6.5001376786e+01 5.8197377759e+01 4.4960287950e+01 4.7542819406e+01
7.3233481077e-03 6.3050485411e+01 5.6393494250e+01 4.3271507497e+01 4.5802406154e+01
7.5497847492e-03 6.1164279301e+01 5.4651025894e+01 4.1644511421e+01 4.4124235750e+01
7.7832227720e-03 5.9340687129e+01 5.2967754415e+01 4.0077116891e+01 4.2506053819e+01
8.0238786576e-03 5.7577694878e+01 5.1341543765e+01 3.8567215351e+01 4.0945689852e+01
8.2719755810e-03 5.5873344743e+01 4.9770337068e+01 3.7112770092e+01 3.9441054002e+01
8.5277436179e-03 5.4225734030e+01 4.8252153672e+01 3.5711813893e+01 3.7990134011e+01
8.7914199577e-03 5.2633014042e+01 4.6785086308e+01 3.4362446745e+01 3.6590992244e+01
9.0632491237e-03 5.1093040641e+01 4.5367348801e+01 3.3062737596e+01 3.5241827198e+01
9.3434832000e-03 4.9603531483e+01 4.3997227219e+01 3.1810799094e+01 3.3940973887e+01
9.6323820649e-03 4.8162880379e+01 4.2672968617e+01 3.0604996985e+01 3.2686737556e+01
9.9302136321e-03 4.6769534442e+01 4.1392887001e+01 2.9443750484e+01 3.1477480462e+01
1.0237254099e-02 4.5421982784e+01 4.0155362262e+01 2.8325527790e+01 3.0311621607e+01
1.0553788204e-02 4.4118755793e+01 3.8958837529e+01 2.7248844785e+01 2.9187634790e+01
1.0880109488e-02 4.2858424397e+01 3.7801816631e+01 2.6212263739e+01 2.8104046728e+01
1.1216520568e-02 4.1639564599e+01 3.6682927980e+01 2.5214403975e+01 2.7059467897e+01
1.1563333421e-02 4.0460485875e+01 3.5601265355e+01 2.4253947934e+01 2.6052746754e+01
1.1920869666e-02 3.9319705706e+01 3.4555363199e+01 2.3329420565e+01 2.5082456006e+01
1.2289460869e-02 3.8215857346e+01 3.3543686212e+01 2.2439375340e+01 2.4147156758e+01
1.2669448848e-02 3.7147624860e+01 3.2564777319e+01 2.1582428601e+01 2.3245472861e+01
1.3061185988e-02 3.6113741224e+01 3.1617253592e+01 2.0757256724e+01 2.2376088034e+01
1.3465035572e-02 3.5112986501e+01 3.0699802371e+01 1.9962593414e+01 2.1537743117e+01
1.3881372115e-02 3.4144186135e+01 2.9811187220e+01 1.9197230132e+01 2.0729236566e+01
1.4310581711e-02 3.3206214953e+01 2.8950901757e+01 1.8460236614e+01 1.9949657583e+01
1.4753062392e-02 3.2297992132e+01 2.8118158136e+01 1.7750676149e+01 1.9198102726e+01
1.5209224499e-02 3.1418474634e+01 2.7311784527e+01 1.7067523380e+01 1.8473575690e+01
1.5679491058e-02 3.0566657590e+01 2.6530669751e+01 1.6409791900e+01 1.7775115802e+01
1.6164298176e-02 2.9741572897e+01 2.5773760053e+01 1.5776532749e+01 1.7101796725e+01
1.6664095446e-02 2.8942287871e+01 2.5040056038e+01 1.5166832966e+01 1.6452725219e+01
1.7179346360e-02 2.8167904261e+01 2.4328610482e+01 1.4579814748e+01 1.5827040299e+01
1.7710528742e-02 2.7417887692e+01 2.3639334041e+01 1.4015198707e+01 1.5224286282e+01
1.8258135190e-02 2.6691452267e+01 2.2971784216e+01 1.3472287285e+01 1.4643736185e+01
1.8822673534e-02 2.5987463975e+01 2.2324731930e+01 1.2949778142e+01 1.4084269530e+01
1.9404667305e-02 2.5304855728e+01 2.1697032991e+01 1.2446457167e+01 1.3544832662e+01
2.0004656221e-02 2.4642623509e+01 2.1087622757e+01 1.1961193038e+01 1.3024434872e+01
2.0623196689e-02 2.3999822738e+01 2.0495511096e+01 1.1492932082e+01 1.2522144728e+01
2.1260862321e-02 2.3375566986e+01 1.9919786527e+01 1.1040692138e+01 1.2037082277e+01
2.1918244462e-02 2.2769249684e+01 1.9360249654e+01 1.0603675554e+01 1.1568317492e+01
2.2595952743e-02 2.2180507939e+01 1.8816749169e+01 1.0181745480e+01 1.1115578536e+01
2.3294615647e-02 2.1608946158e+01 1.8288844785e+01 9.7748896521e+00 1.0678823528e+01
2.4014881084e-02 2.1054167861e+01 1.7776106749e+01 9.3830540802e+00 1.0257969964e+01
2.4757417004e-02 2.0515776522e+01 1.7278115676e+01 9.0061468452e+00 9.8528984659e+00
2.5522912003e-02 1.9993376334e+01 1.6794462382e+01 8.6440416555e+00 9.4634562913e+00
2.6312075974e-02 1.9486558044e+01 1.6324781657e+01 8.2964443170e+00 9.0893016563e+00
2.7125640757e-02 1.8994752929e+01 1.5868830975e+01 7.9621931145e+00 8.7291435486e+00
2.7964360821e-02 1.8517364183e+01 1.5426071457e+01 7.6407696417e+00 8.3825210114e+00
2.8829013962e-02 1.8053831266e+01 1.4995944546e+01 7.3318204639e+00 8.0491595734e+00
2.9720402027e-02 1.7603620380e+01 1.4577923493e+01 7.0349946719e+00 7.7287761487e+00
3.0639351655e-02 1.7166223135e+01 1.4171511502e+01 6.7499443720e+00 7.4210803829e+00
3.1586715044e-02 1.6741160298e+01 1.3776244460e+01 6.4763309803e+00 7.1257780286e+00
3.2563370744e-02 1.6328667675e+01 1.3392331780e+01 6.2145459230e+00 6.8427740940e+00
3.3570224467e-02 1.5928366472e+01 1.3019536498e+01 5.9639960539e+00 6.5714201132e+00
3.4608209930e-02 1.5539269257e+01 1.2657089350e+01 5.7233481034e+00 6.3107840432e+00
3.5678289723e-02 1.5160472231e+01 1.2304283642e+01 5.4913911257e+00 6.0600075553e+00
3.6781456195e-02 1.4791149540e+01 1.1960471003e+01 5.2670280186e+00 5.8183011936e+00
3.7918732382e-02 1.4430547914e+01 1.1625057390e+01 5.0492675359e+00 5.5849398083e+00
3.9091172949e-02 1.4078643974e+01 1.1298044601e+01 4.8379041966e+00 5.3595354430e+00
4.0299865173e-02 1.3735710528e+01 1.0979620416e+01 4.6334120570e+00 5.1421464187e+00
4.1545929950e-02 1.3401361018e+01 1.0669403072e+01 4.4357506468e+00 4.9327060688e+00
4.2830522831e-02 1.3075232293e+01 1.0367035415e+01 4.2448652221e+00 4.7311320135e+00
4.4154835099e-02 1.2756984052e+01 1.0072184065e+01 4.0606888930e+00 4.5373279784e+00
4.5520094870e-02 1.2446301826e+01 9.7845419131e+00 3.8831396896e+00 4.3511809286e+00
4.6927568235e-02 1.2143200516e+01 9.5041185050e+00 3.7118299772e+00 4.1722444018e+00
4.8378560430e-02 1.1847549669e+01 9.2308250080e+00 3.5464966121e+00 4.0001619720e+00
4.9874417049e-02 1.1559029588e+01 8.9644014591e+00 3.3870611870e+00 3.8347683480e+00
5.1416525293e-02 1.1277341359e+01 8.7046029461e+00 3.2334377905e+00 3.6758968644e+00
5.3006315254e-02 1.1002205521e+01 8.4511986625e+00 3.0855338239e+00 3.5233799439e+00
5.4645261243e-02 1.0733473553e+01 8.2040377327e+00 2.9432676134e+00 3.3770856958e+00
5.6334883154e-02 1.0471303796e+01 7.9631655789e+00 2.8064836329e+00 3.2368676142e+00
5.8076747879e-02 1.0215347054e+01 7.7283437205e+00 2.6748146147e+00 3.1022876611e+00
5.9872470757e-02 9.9652267632e+00 7.4993170428e+00 2.5479054808e+00 2.9729163887e+00
6.1723717071e-02 9.7205976095e+00 7.2758477382e+00 2.4254285250e+00 2.8483578386e+00
6.3632203598e-02 9.4811754117e+00 7.0577423933e+00 2.3070733588e+00 2.7282702790e+00
6.5599700194e-02 9.2470873256e+00 6.8451096456e+00 2.1925943824e+00 2.6126418612e+00
6.7628031440e-02 9.0182481814e+00 6.6377646839e+00 2.0820954016e+00 2.5013671599e+00
6.9719078333e-02 8.7944733172e+00 6.4354342354e+00 1.9757145287e+00 2.3942750302e+00
7.1874780030e-02 8.5755894856e+00 6.2378665080e+00 1.8735623129e+00 2.2912016321e+00
7.4097135646e-02 8.3614554678e+00 6.0448609063e+00 1.7756759798e+00 2.1920144461e+00
7.6388206109e-02 8.1521091132e+00 5.8565065322e+00 1.6816398574e+00 2.0967297544e+00
7.8750116069e-02 7.9474128975e+00 5.6726816096e+00 1.5913453162e+00 2.0050720453e+00
8.1185055872e-02 7.7471869163e+00 5.4932021019e+00 1.5047865275e+00 1.9167214176e+00
8.3695283588e-02 7.5512635763e+00 5.3178970403e+00 1.4219468788e+00 1.8313852821e+00
8.6283127104e-02 7.3595658990e+00 5.1466707194e+00 1.3426841595e+00 1.7489147692e+00
8.8950986290e-02 7.1721278568e+00 4.9795400319e+00 1.2667054018e+00 1.6693888042e+00
9.1701335214e-02 6.9887645105e+00 4.8163679222e+00 1.1940486271e+00 1.5926121994e+00
9.4536724446e-02 6.8092936436e+00 4.6570175533e+00 1.1247532636e+00 1.5183895116e+00
9.7459783416e-02 6.6335707496e+00 4.5013679614e+00 1.0588204040e+00 1.4465525085e+00
1.0047322286e-01 6.4617071920e+00 4.3493935398e+00 9.9596313095e-01 1.3770967113e+00
1.0357983732e-01 6.2935299655e+00 4.2010190617e+00 9.3609220260e-01 1.3099483216e+00
1.0678250776e-01 6.1287850829e+00 4.0561473539e+00 8.7920066853e-01 1.2449976835e+00
1.1008420420e-01 5.9672558727e+00 3.9146851602e+00 8.2526581293e-01 1.1821442108e+00
1.1348798853e-01 5.8090728266e+00 3.7765411167e+00 7.7408994376e-01 1.1213476001e+00
1.1699701726e-01 5.6541322551e+00 3.6417031611e+00 7.2555709479e-01 1.0625466886e+00
1.2061454456e-01 5.5021869349e+00 3.5101752212e+00 6.7962163558e-01 1.0056614472e+00
1.2434392516e-01 5.3530489392e+00 3.3819466304e+00 6.3622732963e-01 9.5061094367e-01
1.2818861756e-01 5.2069038323e+00 3.2569029001e+00 5.9522883096e-01 8.9729388268e-01
1.3215218717e-01 5.0635458501e+00 3.1349858514e+00 5.5652091176e-01 8.4573187127e-01
1.3623830966e-01 4.9226596597e+00 3.0161639863e+00 5.2002271208e-01 7.9596622103e-01
1.4045077435e-01 4.7841276893e+00 2.9003644892e+00 4.8565689001e-01 7.4796755670e-01
1.4479348771e-01 4.6481288144e+00 2.7874816867e+00 4.5332280053e-01 7.0160952279e-01
1.4927047700e-01 4.5143714965e+00 2.6775563157e+00 4.2288868957e-01 6.5695472495e-01
1.5388589402e-01 4.3825912375e+00 2.5706202330e+00 3.9423306972e-01 6.1405364454e-01
1.5864401892e-01 4.2529696526e+00 2.4665654807e+00 3.6730019991e-01 5.7275358349e-01
1.6354926421e-01 4.1253580007e+00 2.3653207498e+00 3.4198966938e-01 5.3308215501e-01
1.6860617883e-01 3.9994544169e+00 2.2668546537e+00 3.1818242115e-01 4.9514343453e-01
1.7381945236e-01 3.8753173983e+00 2.1710875839e+00 2.9582371075e-01 4.5884140350e-01
1.7919391940e-01 3.7529461390e+00 2.0779523872e+00 2.7483728669e-01 4.2412630703e-01
1.8473456402e-01 3.6320712234e+00 1.9874228864e+00 2.5509814289e-01 3.9110536233e-01
1.9044652440e-01 3.5127058341e+00 1.8994353800e+00 2.3655523378e-01 3.5970457177e-01
1.9633509760e-01 3.3948778619e+00 1.8139141102e+00 2.1914671397e-01 3.2986450459e-01
2.0240574444e-01 3.2783729671e+00 1.7308147401e+00 2.0274387071e-01 3.0169486338e-01
2.0866409463e-01 3.1632209906e+00 1.6500748787e+00 1.8730273268e-01 2.7510974518e-01
2.1511595190e-01 3.0493971690e+00 1.5716082884e+00 1.7277624117e-01 2.5007375228e-01
2.2176729948e-01 2.9367765601e+00 1.4953373830e+00 1.5908588921e-01 2.2663759573e-01
2.2862430556e-01 2.8254521335e+00 1.4212145350e+00 1.4620548599e-01 2.0468679603e-01
2.3569332906e-01 2.7153754316e+00 1.3491670418e+00 1.3407420728e-01 1.8423218210e-01
2.4298092554e-01 2.6065014065e+00 1.2791260862e+00 1.2264110205e-01 1.6525806183e-01
2.5049385322e-01 2.4988749264e+00 1.2110352067e+00 1.1188169295e-01 1.4768048626e-01
2.5823907931e-01 2.3925030718e+00 1.1448305894e+00 1.0175066086e-01 1.3149841139e-01
2.6622378643e-01 2.2873890539e+00 1.0804571772e+00 9.2218747488e-02 1.1663948398e-01
2.7445537930e-01 2.1836159191e+00 1.0178704317e+00 8.3269689211e-02 1.0305334453e-01
2.8294149159e-01 2.0811816309e+00 9.5700824645e-01 7.4873878253e-02 9.0691302594e-02
2.9168999297e-01 1.9801699357e+00 8.9785146947e-01 6.7022616216e-02 7.9479405574e-02
3.0070899649e-01 1.8806471751e+00 8.4036857334e-01 5.9704841837e-02 6.9357775893e-02
3.1000686602e-01 1.7826562492e+00 7.8453538165e-01 5.2901918882e-02 6.0260769641e-02
3.1959222405e-01 1.6863248727e+00 7.3035937969e-01 4.6612188947e-02 5.2113613272e-02
3.2947395967e-01 1.5916705673e+00 6.7781447706e-01 4.0814669662e-02 4.4860184478e-02
3.3966123683e-01 1.4988629709e+00 6.2695343630e-01 3.5510138639e-02 3.8415569563e-02
3.5016350281e-01 1.4079197759e+00 5.7775951803e-01 3.0677164142e-02 3.2728967182e-02
3.6099049701e-01 1.3190097257e+00 5.3030837093e-01 2.6310825536e-02 2.7719139038e-02
3.7215225999e-01 1.2321868844e+00 4.8462241871e-01 2.2388582571e-02 2.3335195083e-02
3.8365914272e-01 1.1475667664e+00 4.4076490960e-01 1.8895969150e-02 1.9513687240e-02
3.9552181625e-01 1.0652816510e+00 3.9882776618e-01 1.5807886554e-02 1.6198407924e-02
4.0775128157e-01 9.8536704948e-01 3.5882083720e-01 1.3104348750e-02 1.3346707890e-02
4.2035887981e-01 9.0803440909e-01 3.2089782911e-01 1.0754169794e-02 1.0897356502e-02
4.3335630279e-01 8.3329166053e-01 2.8505490982e-01 8.7355213725e-03 8.8191965091e-03
4.4675560381e-01 7.6130629323e-01 2.5140768789e-01 7.0166703990e-03 7.0631235954e-03
4.6056920887e-01 6.9219399949e-01 2.2001570100e-01 5.5670363892e-03 5.5917378756e-03
