# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
3.793000e+00	1.264020e+00	7.117624e-06	5.457805e-03	1.304118e-03
3.793000e+00	1.271206e+00	7.750304e-06	5.687284e-03	1.362743e-03
3.793000e+00	1.278392e+00	8.417739e-06	5.920643e-03	1.421761e-03
3.793000e+00	1.285578e+00	9.126407e-06	6.156021e-03	1.482517e-03
3.793000e+00	1.292764e+00	9.878599e-06	6.391579e-03	1.545565e-03
3.793000e+00	1.299950e+00	1.066872e-05	6.627377e-03	1.609795e-03
3.793000e+00	1.307136e+00	1.149117e-05	6.865758e-03	1.673693e-03
3.793000e+00	1.314322e+00	1.235067e-05	7.108842e-03	1.737368e-03
3.793000e+00	1.321508e+00	1.325592e-05	7.356030e-03	1.802048e-03
3.793000e+00	1.328693e+00	1.420931e-05	7.604878e-03	1.868447e-03
3.793000e+00	1.335879e+00	1.520663e-05	7.853400e-03	1.936312e-03
3.793000e+00	1.343065e+00	1.624426e-05	8.101862e-03	2.005003e-03
3.793000e+00	1.350251e+00	1.732464e-05	8.351378e-03	2.074465e-03
3.793000e+00	1.357437e+00	1.845287e-05	8.602795e-03	2.144985e-03
3.793000e+00	1.364623e+00	1.962762e-05	8.856252e-03	2.216244e-03
3.793000e+00	1.371809e+00	2.084752e-05	9.111731e-03	2.287987e-03
3.793000e+00	1.378995e+00	2.211452e-05	9.368862e-03	2.360428e-03
3.793000e+00	1.386181e+00	2.343253e-05	9.626630e-03	2.434136e-03
3.793000e+00	1.393367e+00	2.480244e-05	9.884055e-03	2.509339e-03
3.793000e+00	1.400553e+00	2.622091e-05	1.014116e-02	2.585594e-03
3.793000e+00	1.407739e+00	2.768583e-05	1.039894e-02	2.662370e-03
3.793000e+00	1.414925e+00	2.920067e-05	1.065829e-02	2.739714e-03
3.793000e+00	1.422111e+00	3.076945e-05	1.091892e-02	2.817994e-03
3.793000e+00	1.429296e+00	3.239261e-05	1.117990e-02	2.897396e-03
3.793000e+00	1.436482e+00	3.406809e-05	1.144049e-02	2.977851e-03
3.793000e+00	1.443668e+00	3.579541e-05	1.170064e-02	3.059269e-03
3.793000e+00	1.450854e+00	3.757638e-05	1.196052e-02	3.141702e-03
3.793000e+00	1.458040e+00	3.941271e-05	1.222029e-02	3.225187e-03
3.793000e+00	1.465226e+00	4.130314e-05	1.248014e-02	3.309510e-03
3.793000e+00	1.472412e+00	4.324761e-05	1.274024e-02	3.394569e-03
3.793000e+00	1.479598e+00	4.524786e-05	1.300050e-02	3.480471e-03
3.793000e+00	1.486784e+00	4.730542e-05	1.326044e-02	3.567410e-03
3.793000e+00	1.493970e+00	4.942007e-05	1.351960e-02	3.655439e-03
3.793000e+00	1.501156e+00	5.159082e-05	1.377786e-02	3.744473e-03
3.793000e+00	1.508342e+00	5.381792e-05	1.403538e-02	3.834446e-03
3.793000e+00	1.515528e+00	5.610281e-05	1.429231e-02	3.925384e-03
3.793000e+00	1.522714e+00	5.844590e-05	1.454866e-02	4.017271e-03
3.793000e+00	1.529899e+00	6.084706e-05	1.480438e-02	4.110072e-03
3.793000e+00	1.537085e+00	6.330651e-05	1.505941e-02	4.203785e-03
3.793000e+00	1.544271e+00	6.582472e-05	1.531361e-02	4.298446e-03
3.793000e+00	1.551457e+00	6.840188e-05	1.556685e-02	4.394075e-03
3.793000e+00	1.558643e+00	7.103813e-05	1.581898e-02	4.490688e-03
3.793000e+00	1.565829e+00	7.373406e-05	1.606992e-02	4.588327e-03
3.793000e+00	1.573015e+00	7.649002e-05	1.631956e-02	4.687014e-03
3.793000e+00	1.580201e+00	7.930567e-05	1.656792e-02	4.786700e-03
3.793000e+00	1.587387e+00	8.218066e-05	1.681513e-02	4.887304e-03
3.793000e+00	1.594573e+00	8.511564e-05	1.706131e-02	4.988812e-03
3.793000e+00	1.601759e+00	8.811128e-05	1.730640e-02	5.091253e-03
3.793000e+00	1.608945e+00	9.116733e-05	1.755028e-02	5.194638e-03
3.793000e+00	1.616131e+00	9.428321e-05	1.779277e-02	5.298963e-03
3.793000e+00	1.623317e+00	9.746012e-05	1.803367e-02	5.404342e-03
3.793000e+00	1.630503e+00	1.006989e-04	1.827278e-02	5.510871e-03
3.793000e+00	1.637688e+00	1.039988e-04	1.851001e-02	5.618515e-03
3.793000e+00	1.644874e+00	1.073579e-04	1.874567e-02	5.727079e-03
3.793000e+00	1.652060e+00	1.107767e-04	1.898012e-02	5.836463e-03
3.793000e+00	1.659246e+00	1.142571e-04	1.921348e-02	5.946717e-03
3.793000e+00	1.666432e+00	1.177994e-04	1.944548e-02	6.057931e-03
3.793000e+00	1.673618e+00	1.214018e-04	1.967582e-02	6.170101e-03
3.793000e+00	1.680804e+00	1.250645e-04	1.990423e-02	6.283315e-03
3.793000e+00	1.687990e+00	1.287895e-04	2.013046e-02	6.397742e-03
3.793000e+00	1.695176e+00	1.325766e-04	2.035435e-02	6.513426e-03
3.793000e+00	1.702362e+00	1.364230e-04	2.057621e-02	6.630130e-03
3.793000e+00	1.709548e+00	1.403276e-04	2.079660e-02	6.747623e-03
3.793000e+00	1.716734e+00	1.442929e-04	2.101592e-02	6.865884e-03
3.793000e+00	1.723920e+00	1.483203e-04	2.123394e-02	6.985060e-03
3.793000e+00	1.731106e+00	1.524086e-04	2.145025e-02	7.105211e-03
3.793000e+00	1.738291e+00	1.565555e-04	2.166450e-02	7.226361e-03
3.793000e+00	1.745477e+00	1.607634e-04	2.187647e-02	7.348690e-03
3.793000e+00	1.752663e+00	1.650330e-04	2.208593e-02	7.472314e-03
3.793000e+00	1.759849e+00	1.693622e-04	2.229302e-02	7.597095e-03
3.793000e+00	1.767035e+00	1.737486e-04	2.249829e-02	7.722745e-03
3.793000e+00	1.774221e+00	1.781934e-04	2.270227e-02	7.849145e-03
3.793000e+00	1.781407e+00	1.826992e-04	2.290496e-02	7.976404e-03
3.793000e+00	1.788593e+00	1.872653e-04	2.310596e-02	8.104632e-03
3.793000e+00	1.795779e+00	1.918888e-04	2.330491e-02	8.233838e-03
3.793000e+00	1.802965e+00	1.965712e-04	2.350149e-02	8.364200e-03
3.793000e+00	1.810151e+00	2.013142e-04	2.369544e-02	8.495905e-03
3.793000e+00	1.817337e+00	2.061165e-04	2.388668e-02	8.628929e-03
3.793000e+00	1.824523e+00	2.109741e-04	2.407578e-02	8.762919e-03
3.793000e+00	1.831709e+00	2.158873e-04	2.426342e-02	8.897644e-03
3.793000e+00	1.838894e+00	2.208593e-04	2.444994e-02	9.033123e-03
3.793000e+00	1.846080e+00	2.258906e-04	2.463502e-02	9.169491e-03
3.793000e+00	1.853266e+00	2.309779e-04	2.481827e-02	9.306768e-03
3.793000e+00	1.860452e+00	2.361210e-04	2.499933e-02	9.445092e-03
3.793000e+00	1.867638e+00	2.413227e-04	2.517782e-02	9.584735e-03
3.793000e+00	1.874824e+00	2.465826e-04	2.535344e-02	9.725805e-03
3.793000e+00	1.882010e+00	2.518966e-04	2.552650e-02	9.868043e-03
3.793000e+00	1.889196e+00	2.572633e-04	2.569767e-02	1.001115e-02
3.793000e+00	1.896382e+00	2.626858e-04	2.586750e-02	1.015505e-02
3.793000e+00	1.903568e+00	2.681651e-04	2.603597e-02	1.029979e-02
3.793000e+00	1.910754e+00	2.736993e-04	2.620285e-02	1.044540e-02
3.793000e+00	1.917940e+00	2.792864e-04	2.636791e-02	1.059191e-02
3.793000e+00	1.925126e+00	2.849287e-04	2.653082e-02	1.073954e-02
3.793000e+00	1.932312e+00	2.906258e-04	2.669125e-02	1.088843e-02
3.793000e+00	1.939497e+00	2.963756e-04	2.684910e-02	1.103857e-02
3.793000e+00	1.946683e+00	3.021777e-04	2.700458e-02	1.118987e-02
3.793000e+00	1.953869e+00	3.080334e-04	2.715795e-02	1.134229e-02
3.793000e+00	1.961055e+00	3.139415e-04	2.730949e-02	1.149569e-02
3.793000e+00	1.968241e+00	3.199000e-04	2.745952e-02	1.164988e-02
3.793000e+00	1.975427e+00	3.259094e-04	2.760827e-02	1.180477e-02
3.793000e+00	1.982613e+00	3.319715e-04	2.775557e-02	1.196053e-02
3.793000e+00	1.989799e+00	3.380855e-04	2.790100e-02	1.211732e-02
3.793000e+00	1.996985e+00	3.442483e-04	2.804421e-02	1.227520e-02
3.793000e+00	2.004171e+00	3.504619e-04	2.818496e-02	1.243436e-02
3.793000e+00	2.011357e+00	3.567277e-04	2.832307e-02	1.259495e-02
3.793000e+00	2.018543e+00	3.630432e-04	2.845863e-02	1.275688e-02
3.793000e+00	2.025729e+00	3.694041e-04	2.859230e-02	1.291971e-02
3.793000e+00	2.032915e+00	3.758113e-04	2.872479e-02	1.308317e-02
3.793000e+00	2.040101e+00	3.822687e-04	2.885632e-02	1.324731e-02
3.793000e+00	2.047286e+00	3.887765e-04	2.898651e-02	1.341233e-02
3.793000e+00	2.054472e+00	3.953307e-04	2.911495e-02	1.357827e-02
3.793000e+00	2.061658e+00	4.019308e-04	2.924138e-02	1.374528e-02
3.793000e+00	2.068844e+00	4.085782e-04	2.936557e-02	1.391351e-02
3.793000e+00	2.076030e+00	4.152722e-04	2.948738e-02	1.408305e-02
3.793000e+00	2.083216e+00	4.220114e-04	2.960693e-02	1.425380e-02
3.793000e+00	2.090402e+00	4.287959e-04	2.972445e-02	1.442570e-02
3.793000e+00	2.097588e+00	4.356261e-04	2.984018e-02	1.459864e-02
3.793000e+00	2.104774e+00	4.424997e-04	2.995442e-02	1.477244e-02
3.793000e+00	2.111960e+00	4.494158e-04	3.006748e-02	1.494691e-02
3.793000e+00	2.119146e+00	4.563761e-04	3.017944e-02	1.512209e-02
3.793000e+00	2.126332e+00	4.633811e-04	3.029000e-02	1.529816e-02
3.793000e+00	2.133518e+00	4.704280e-04	3.039884e-02	1.547520e-02
3.793000e+00	2.140704e+00	4.775165e-04	3.050568e-02	1.565336e-02
3.793000e+00	2.147889e+00	4.846488e-04	3.061027e-02	1.583288e-02
3.793000e+00	2.155075e+00	4.918243e-04	3.071243e-02	1.601385e-02
3.793000e+00	2.162261e+00	4.990390e-04	3.081247e-02	1.619601e-02
3.793000e+00	2.169447e+00	5.062911e-04	3.091099e-02	1.637900e-02
3.793000e+00	2.176633e+00	5.135838e-04	3.100845e-02	1.656270e-02
3.793000e+00	2.183819e+00	5.209181e-04	3.110487e-02	1.674716e-02
3.793000e+00	2.191005e+00	5.282923e-04	3.120008e-02	1.693240e-02
3.793000e+00	2.198191e+00	5.357045e-04	3.129395e-02	1.711847e-02
3.793000e+00	2.205377e+00	5.431548e-04	3.138633e-02	1.730546e-02
3.793000e+00	2.212563e+00	5.506421e-04	3.147709e-02	1.749342e-02
3.793000e+00	2.219749e+00	5.581666e-04	3.156606e-02	1.768249e-02
3.793000e+00	2.226935e+00	5.657304e-04	3.165299e-02	1.787289e-02
3.793000e+00	2.234121e+00	5.733331e-04	3.173770e-02	1.806474e-02
3.793000e+00	2.241307e+00	5.809701e-04	3.182042e-02	1.825778e-02
3.793000e+00	2.248492e+00	5.886391e-04	3.190177e-02	1.845161e-02
3.793000e+00	2.255678e+00	5.963431e-04	3.198228e-02	1.864604e-02
3.793000e+00	2.262864e+00	6.040842e-04	3.206195e-02	1.884115e-02
3.793000e+00	2.270050e+00	6.118612e-04	3.214055e-02	1.903705e-02
3.793000e+00	2.277236e+00	6.196713e-04	3.221788e-02	1.923377e-02
3.793000e+00	2.284422e+00	6.275141e-04	3.229383e-02	1.943139e-02
3.793000e+00	2.291608e+00	6.353890e-04	3.236833e-02	1.962996e-02
3.793000e+00	2.298794e+00	6.432962e-04	3.244127e-02	1.982956e-02
3.793000e+00	2.305980e+00	6.512376e-04	3.251243e-02	2.003042e-02
3.793000e+00	2.313166e+00	6.592128e-04	3.258161e-02	2.023266e-02
3.793000e+00	2.320352e+00	6.672181e-04	3.264894e-02	2.043613e-02
3.793000e+00	2.327538e+00	6.752509e-04	3.271491e-02	2.064046e-02
3.793000e+00	2.334724e+00	6.833137e-04	3.278001e-02	2.084544e-02
3.793000e+00	2.341910e+00	6.914082e-04	3.284435e-02	2.105106e-02
3.793000e+00	2.349095e+00	6.995333e-04	3.290778e-02	2.125738e-02
3.793000e+00	2.356281e+00	7.076868e-04	3.297019e-02	2.146444e-02
3.793000e+00	2.363467e+00	7.158685e-04	3.303147e-02	2.167232e-02
3.793000e+00	2.370653e+00	7.240783e-04	3.309151e-02	2.188109e-02
3.793000e+00	2.377839e+00	7.323156e-04	3.315020e-02	2.209083e-02
3.793000e+00	2.385025e+00	7.405810e-04	3.320743e-02	2.230166e-02
3.793000e+00	2.392211e+00	7.488742e-04	3.326307e-02	2.251368e-02
3.793000e+00	2.399397e+00	7.571934e-04	3.331712e-02	2.272686e-02
3.793000e+00	2.406583e+00	7.655378e-04	3.336975e-02	2.294107e-02
3.793000e+00	2.413769e+00	7.739084e-04	3.342117e-02	2.315623e-02
3.793000e+00	2.420955e+00	7.823044e-04	3.347157e-02	2.337220e-02
3.793000e+00	2.428141e+00	7.907240e-04	3.352116e-02	2.358880e-02
3.793000e+00	2.435327e+00	7.991672e-04	3.357010e-02	2.380592e-02
3.793000e+00	2.442513e+00	8.076354e-04	3.361829e-02	2.402369e-02
3.793000e+00	2.449698e+00	8.161285e-04	3.366551e-02	2.424227e-02
3.793000e+00	2.456884e+00	8.246445e-04	3.371158e-02	2.446176e-02
3.793000e+00	2.464070e+00	8.331824e-04	3.375644e-02	2.468217e-02
3.793000e+00	2.471256e+00	8.417420e-04	3.380009e-02	2.490355e-02
3.793000e+00	2.478442e+00	8.503233e-04	3.384247e-02	2.512592e-02
3.793000e+00	2.485628e+00	8.589275e-04	3.388349e-02	2.534944e-02
3.793000e+00	2.492814e+00	8.675546e-04	3.392304e-02	2.557420e-02
3.793000e+00	2.500000e+00	8.762019e-04	3.396125e-02	2.580005e-02
