# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
9.699000e+00	1.544271e+00	8.922714e-07	6.990499e-04	1.276406e-03
9.699000e+00	1.551457e+00	9.379211e-07	7.195655e-04	1.303455e-03
9.699000e+00	1.558643e+00	9.853810e-07	7.406585e-04	1.330412e-03
9.699000e+00	1.565829e+00	1.034849e-06	7.622045e-04	1.357705e-03
9.699000e+00	1.573015e+00	1.086043e-06	7.840674e-04	1.385140e-03
9.699000e+00	1.580201e+00	1.138938e-06	8.061278e-04	1.412851e-03
9.699000e+00	1.587387e+00	1.193966e-06	8.282841e-04	1.441493e-03
9.699000e+00	1.594573e+00	1.251176e-06	8.504509e-04	1.471192e-03
9.699000e+00	1.601759e+00	1.310160e-06	8.726733e-04	1.501318e-03
9.699000e+00	1.608945e+00	1.370795e-06	8.950813e-04	1.531475e-03
9.699000e+00	1.616131e+00	1.433494e-06	9.177878e-04	1.561902e-03
9.699000e+00	1.623317e+00	1.498409e-06	9.408288e-04	1.592647e-03
9.699000e+00	1.630503e+00	1.565588e-06	9.642111e-04	1.623698e-03
9.699000e+00	1.637688e+00	1.635002e-06	9.879596e-04	1.654928e-03
9.699000e+00	1.644874e+00	1.706231e-06	1.012158e-03	1.685736e-03
9.699000e+00	1.652060e+00	1.779277e-06	1.036895e-03	1.715967e-03
9.699000e+00	1.659246e+00	1.854702e-06	1.062160e-03	1.746161e-03
9.699000e+00	1.666432e+00	1.932926e-06	1.087773e-03	1.776956e-03
9.699000e+00	1.673618e+00	2.013613e-06	1.113553e-03	1.808277e-03
9.699000e+00	1.680804e+00	2.096450e-06	1.139414e-03	1.839937e-03
9.699000e+00	1.687990e+00	2.181673e-06	1.165360e-03	1.872103e-03
9.699000e+00	1.695176e+00	2.269558e-06	1.191404e-03	1.904945e-03
9.699000e+00	1.702362e+00	2.359942e-06	1.217597e-03	1.938197e-03
9.699000e+00	1.709548e+00	2.452709e-06	1.244012e-03	1.971612e-03
9.699000e+00	1.716734e+00	2.548072e-06	1.270711e-03	2.005233e-03
9.699000e+00	1.723920e+00	2.646115e-06	1.297716e-03	2.039056e-03
9.699000e+00	1.731106e+00	2.746965e-06	1.325040e-03	2.073119e-03
9.699000e+00	1.738291e+00	2.850624e-06	1.352709e-03	2.107345e-03
9.699000e+00	1.745477e+00	2.956702e-06	1.380789e-03	2.141314e-03
9.699000e+00	1.752663e+00	3.065178e-06	1.409346e-03	2.174894e-03
9.699000e+00	1.759849e+00	3.176623e-06	1.438339e-03	2.208535e-03
9.699000e+00	1.767035e+00	3.291511e-06	1.467585e-03	2.242808e-03
9.699000e+00	1.774221e+00	3.409485e-06	1.496904e-03	2.277691e-03
9.699000e+00	1.781407e+00	3.530115e-06	1.526253e-03	2.312929e-03
9.699000e+00	1.788593e+00	3.653539e-06	1.555692e-03	2.348498e-03
9.699000e+00	1.795779e+00	3.780155e-06	1.585276e-03	2.384540e-03
9.699000e+00	1.802965e+00	3.909938e-06	1.615046e-03	2.420945e-03
9.699000e+00	1.810151e+00	4.042792e-06	1.645033e-03	2.457574e-03
9.699000e+00	1.817337e+00	4.178784e-06	1.675265e-03	2.494402e-03
9.699000e+00	1.824523e+00	4.317944e-06	1.705760e-03	2.531390e-03
9.699000e+00	1.831709e+00	4.460408e-06	1.736536e-03	2.568567e-03
9.699000e+00	1.838894e+00	4.606222e-06	1.767613e-03	2.605900e-03
9.699000e+00	1.846080e+00	4.755130e-06	1.799025e-03	2.643170e-03
9.699000e+00	1.853266e+00	4.907108e-06	1.830803e-03	2.680304e-03
9.699000e+00	1.860452e+00	5.062602e-06	1.862894e-03	2.717600e-03
9.699000e+00	1.867638e+00	5.221977e-06	1.895161e-03	2.755426e-03
9.699000e+00	1.874824e+00	5.384947e-06	1.927475e-03	2.793783e-03
9.699000e+00	1.882010e+00	5.551155e-06	1.959828e-03	2.832471e-03
9.699000e+00	1.889196e+00	5.720697e-06	1.992283e-03	2.871429e-03
9.699000e+00	1.896382e+00	5.893946e-06	2.024897e-03	2.910739e-03
9.699000e+00	1.903568e+00	6.070914e-06	2.057693e-03	2.950350e-03
9.699000e+00	1.910754e+00	6.251542e-06	2.090683e-03	2.990191e-03
9.699000e+00	1.917940e+00	6.435839e-06	2.123880e-03	3.030227e-03
9.699000e+00	1.925126e+00	6.623798e-06	2.157300e-03	3.070411e-03
9.699000e+00	1.932312e+00	6.815542e-06	2.190962e-03	3.110753e-03
9.699000e+00	1.939497e+00	7.011145e-06	2.224877e-03	3.151251e-03
9.699000e+00	1.946683e+00	7.210483e-06	2.259050e-03	3.191821e-03
9.699000e+00	1.953869e+00	7.413516e-06	2.293483e-03	3.232427e-03
9.699000e+00	1.961055e+00	7.620547e-06	2.328126e-03	3.273254e-03
9.699000e+00	1.968241e+00	7.831829e-06	2.362887e-03	3.314517e-03
9.699000e+00	1.975427e+00	8.047169e-06	2.397686e-03	3.356224e-03
9.699000e+00	1.982613e+00	8.266317e-06	2.432530e-03	3.398238e-03
9.699000e+00	1.989799e+00	8.489352e-06	2.467472e-03	3.440505e-03
9.699000e+00	1.996985e+00	8.716563e-06	2.502554e-03	3.483067e-03
9.699000e+00	2.004171e+00	8.947970e-06	2.537786e-03	3.525896e-03
9.699000e+00	2.011357e+00	9.183546e-06	2.573172e-03	3.568959e-03
9.699000e+00	2.018543e+00	9.423279e-06	2.608718e-03	3.612226e-03
9.699000e+00	2.025729e+00	9.667142e-06	2.644439e-03	3.655649e-03
9.699000e+00	2.032915e+00	9.915234e-06	2.680350e-03	3.699231e-03
9.699000e+00	2.040101e+00	1.016765e-05	2.716455e-03	3.742984e-03
9.699000e+00	2.047286e+00	1.042434e-05	2.752742e-03	3.786894e-03
9.699000e+00	2.054472e+00	1.068528e-05	2.789198e-03	3.830950e-03
9.699000e+00	2.061658e+00	1.095063e-05	2.825788e-03	3.875249e-03
9.699000e+00	2.068844e+00	1.122055e-05	2.862461e-03	3.919897e-03
9.699000e+00	2.076030e+00	1.149494e-05	2.899175e-03	3.964901e-03
9.699000e+00	2.083216e+00	1.177366e-05	2.935940e-03	4.010184e-03
9.699000e+00	2.090402e+00	1.205677e-05	2.972787e-03	4.055713e-03
9.699000e+00	2.097588e+00	1.234446e-05	3.009739e-03	4.101504e-03
9.699000e+00	2.104774e+00	1.263673e-05	3.046800e-03	4.147543e-03
9.699000e+00	2.111960e+00	1.293360e-05	3.083970e-03	4.193815e-03
9.699000e+00	2.119146e+00	1.323505e-05	3.121252e-03	4.240303e-03
9.699000e+00	2.126332e+00	1.354107e-05	3.158654e-03	4.286973e-03
9.699000e+00	2.133518e+00	1.385171e-05	3.196186e-03	4.333825e-03
9.699000e+00	2.140704e+00	1.416707e-05	3.233847e-03	4.380871e-03
9.699000e+00	2.147889e+00	1.448713e-05	3.271624e-03	4.428116e-03
9.699000e+00	2.155075e+00	1.481188e-05	3.309504e-03	4.475558e-03
9.699000e+00	2.162261e+00	1.514140e-05	3.347465e-03	4.523242e-03
9.699000e+00	2.169447e+00	1.547577e-05	3.385484e-03	4.571214e-03
9.699000e+00	2.176633e+00	1.581496e-05	3.423540e-03	4.619477e-03
9.699000e+00	2.183819e+00	1.615892e-05	3.461638e-03	4.667997e-03
9.699000e+00	2.191005e+00	1.650769e-05	3.499793e-03	4.716761e-03
9.699000e+00	2.198191e+00	1.686136e-05	3.538012e-03	4.765773e-03
9.699000e+00	2.205377e+00	1.721995e-05	3.576296e-03	4.815025e-03
9.699000e+00	2.212563e+00	1.758346e-05	3.614643e-03	4.864509e-03
9.699000e+00	2.219749e+00	1.795190e-05	3.653053e-03	4.914217e-03
9.699000e+00	2.226935e+00	1.832526e-05	3.691529e-03	4.964139e-03
9.699000e+00	2.234121e+00	1.870361e-05	3.730073e-03	5.014275e-03
9.699000e+00	2.241307e+00	1.908698e-05	3.768684e-03	5.064628e-03
9.699000e+00	2.248492e+00	1.947536e-05	3.807356e-03	5.115193e-03
9.699000e+00	2.255678e+00	1.986876e-05	3.846085e-03	5.165970e-03
9.699000e+00	2.262864e+00	2.026723e-05	3.884861e-03	5.216976e-03
9.699000e+00	2.270050e+00	2.067080e-05	3.923674e-03	5.268225e-03
9.699000e+00	2.277236e+00	2.107946e-05	3.962513e-03	5.319720e-03
9.699000e+00	2.284422e+00	2.149322e-05	4.001378e-03	5.371455e-03
9.699000e+00	2.291608e+00	2.191211e-05	4.040269e-03	5.423429e-03
9.699000e+00	2.298794e+00	2.233616e-05	4.079185e-03	5.475643e-03
9.699000e+00	2.305980e+00	2.276538e-05	4.118125e-03	5.528095e-03
9.699000e+00	2.313166e+00	2.319978e-05	4.157084e-03	5.580781e-03
9.699000e+00	2.320352e+00	2.363937e-05	4.196062e-03	5.633703e-03
9.699000e+00	2.327538e+00	2.408417e-05	4.235054e-03	5.686862e-03
9.699000e+00	2.334724e+00	2.453420e-05	4.274057e-03	5.740261e-03
9.699000e+00	2.341910e+00	2.498946e-05	4.313072e-03	5.793890e-03
9.699000e+00	2.349095e+00	2.544997e-05	4.352102e-03	5.847742e-03
9.699000e+00	2.356281e+00	2.591577e-05	4.391150e-03	5.901817e-03
9.699000e+00	2.363467e+00	2.638683e-05	4.430218e-03	5.956103e-03
9.699000e+00	2.370653e+00	2.686318e-05	4.469306e-03	6.010593e-03
9.699000e+00	2.377839e+00	2.734482e-05	4.508412e-03	6.065288e-03
9.699000e+00	2.385025e+00	2.783181e-05	4.547527e-03	6.120207e-03
9.699000e+00	2.392211e+00	2.832414e-05	4.586639e-03	6.175358e-03
9.699000e+00	2.399397e+00	2.882180e-05	4.625740e-03	6.230743e-03
9.699000e+00	2.406583e+00	2.932481e-05	4.664825e-03	6.286369e-03
9.699000e+00	2.413769e+00	2.983318e-05	4.703888e-03	6.342239e-03
9.699000e+00	2.420955e+00	3.034694e-05	4.742925e-03	6.398359e-03
9.699000e+00	2.428141e+00	3.086608e-05	4.781930e-03	6.454733e-03
9.699000e+00	2.435327e+00	3.139060e-05	4.820896e-03	6.511361e-03
9.699000e+00	2.442513e+00	3.192051e-05	4.859822e-03	6.568246e-03
9.699000e+00	2.449698e+00	3.245587e-05	4.898708e-03	6.625394e-03
9.699000e+00	2.456884e+00	3.299669e-05	4.937556e-03	6.682798e-03
9.699000e+00	2.464070e+00	3.354286e-05	4.976388e-03	6.740402e-03
9.699000e+00	2.471256e+00	3.409435e-05	5.015228e-03	6.798165e-03
9.699000e+00	2.478442e+00	3.465129e-05	5.054087e-03	6.856093e-03
9.699000e+00	2.485628e+00	3.521377e-05	5.092947e-03	6.914223e-03
9.699000e+00	2.492814e+00	3.578172e-05	5.131786e-03	6.972567e-03
9.699000e+00	2.500000e+00	3.635508e-05	5.170589e-03	7.031130e-03
