# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
5.187000e+00	1.551457e+00	1.768621e-05	6.080047e-03	2.908893e-03
5.187000e+00	1.558643e+00	1.844699e-05	6.208057e-03	2.971459e-03
5.187000e+00	1.565829e+00	1.922974e-05	6.336714e-03	3.034655e-03
5.187000e+00	1.573015e+00	2.003415e-05	6.465684e-03	3.098535e-03
5.187000e+00	1.580201e+00	2.085968e-05	6.594787e-03	3.163056e-03
5.187000e+00	1.587387e+00	2.170685e-05	6.724011e-03	3.228259e-03
5.187000e+00	1.594573e+00	2.257640e-05	6.853362e-03	3.294208e-03
5.187000e+00	1.601759e+00	2.346813e-05	6.982924e-03	3.360787e-03
5.187000e+00	1.608945e+00	2.438181e-05	7.112831e-03	3.427863e-03
5.187000e+00	1.616131e+00	2.531816e-05	7.243190e-03	3.495443e-03
5.187000e+00	1.623317e+00	2.627742e-05	7.373979e-03	3.563534e-03
5.187000e+00	1.630503e+00	2.725948e-05	7.505131e-03	3.632113e-03
5.187000e+00	1.637688e+00	2.826446e-05	7.636557e-03	3.701204e-03
5.187000e+00	1.644874e+00	2.929310e-05	7.768106e-03	3.770945e-03
5.187000e+00	1.652060e+00	3.034563e-05	7.899616e-03	3.841406e-03
5.187000e+00	1.659246e+00	3.142168e-05	8.031021e-03	3.912539e-03
5.187000e+00	1.666432e+00	3.252114e-05	8.162399e-03	3.984262e-03
5.187000e+00	1.673618e+00	3.364460e-05	8.293838e-03	4.056578e-03
5.187000e+00	1.680804e+00	3.479239e-05	8.425384e-03	4.129473e-03
5.187000e+00	1.687990e+00	3.596429e-05	8.557046e-03	4.202886e-03
5.187000e+00	1.695176e+00	3.716038e-05	8.688824e-03	4.276802e-03
5.187000e+00	1.702362e+00	3.838114e-05	8.820643e-03	4.351286e-03
5.187000e+00	1.709548e+00	3.962686e-05	8.952395e-03	4.426397e-03
5.187000e+00	1.716734e+00	4.089736e-05	9.083988e-03	4.502137e-03
5.187000e+00	1.723920e+00	4.219259e-05	9.215411e-03	4.578482e-03
5.187000e+00	1.731106e+00	4.351275e-05	9.346673e-03	4.655426e-03
5.187000e+00	1.738291e+00	4.485813e-05	9.477775e-03	4.732981e-03
5.187000e+00	1.745477e+00	4.622887e-05	9.608696e-03	4.811150e-03
5.187000e+00	1.752663e+00	4.762507e-05	9.739415e-03	4.889931e-03
5.187000e+00	1.759849e+00	4.904667e-05	9.869928e-03	4.969304e-03
5.187000e+00	1.767035e+00	5.049362e-05	1.000025e-02	5.049233e-03
5.187000e+00	1.774221e+00	5.196611e-05	1.013041e-02	5.129712e-03
5.187000e+00	1.781407e+00	5.346442e-05	1.026038e-02	5.210762e-03
5.187000e+00	1.788593e+00	5.498863e-05	1.039011e-02	5.292399e-03
5.187000e+00	1.795779e+00	5.653864e-05	1.051955e-02	5.374624e-03
5.187000e+00	1.802965e+00	5.811459e-05	1.064865e-02	5.457459e-03
5.187000e+00	1.810151e+00	5.971661e-05	1.077737e-02	5.540925e-03
5.187000e+00	1.817337e+00	6.134464e-05	1.090567e-02	5.625020e-03
5.187000e+00	1.824523e+00	6.299880e-05	1.103356e-02	5.709744e-03
5.187000e+00	1.831709e+00	6.467926e-05	1.116103e-02	5.795099e-03
5.187000e+00	1.838894e+00	6.638600e-05	1.128811e-02	5.881058e-03
5.187000e+00	1.846080e+00	6.811870e-05	1.141485e-02	5.967550e-03
5.187000e+00	1.853266e+00	6.987750e-05	1.154133e-02	6.054544e-03
5.187000e+00	1.860452e+00	7.166285e-05	1.166753e-02	6.142078e-03
5.187000e+00	1.867638e+00	7.347480e-05	1.179333e-02	6.230199e-03
5.187000e+00	1.874824e+00	7.531282e-05	1.191865e-02	6.318905e-03
5.187000e+00	1.882010e+00	7.717726e-05	1.204338e-02	6.408273e-03
5.187000e+00	1.889196e+00	7.906874e-05	1.216742e-02	6.498396e-03
5.187000e+00	1.896382e+00	8.098703e-05	1.229073e-02	6.589279e-03
5.187000e+00	1.903568e+00	8.293113e-05	1.241342e-02	6.680766e-03
5.187000e+00	1.910754e+00	8.490101e-05	1.253568e-02	6.772748e-03
5.187000e+00	1.917940e+00	8.689759e-05	1.265764e-02	6.865226e-03
5.187000e+00	1.925126e+00	8.892112e-05	1.277926e-02	6.958239e-03
5.187000e+00	1.932312e+00	9.097118e-05	1.290044e-02	7.051788e-03
5.187000e+00	1.939497e+00	9.304751e-05	1.302112e-02	7.145889e-03
5.187000e+00	1.946683e+00	9.515033e-05	1.314122e-02	7.240600e-03
5.187000e+00	1.953869e+00	9.727936e-05	1.326066e-02	7.335938e-03
5.187000e+00	1.961055e+00	9.943478e-05	1.337936e-02	7.431953e-03
5.187000e+00	1.968241e+00	1.016172e-04	1.349728e-02	7.528717e-03
5.187000e+00	1.975427e+00	1.038265e-04	1.361438e-02	7.626243e-03
5.187000e+00	1.982613e+00	1.060616e-04	1.373079e-02	7.724365e-03
5.187000e+00	1.989799e+00	1.083220e-04	1.384673e-02	7.822929e-03
5.187000e+00	1.996985e+00	1.106086e-04	1.396235e-02	7.921922e-03
5.187000e+00	2.004171e+00	1.129224e-04	1.407755e-02	8.021452e-03
5.187000e+00	2.011357e+00	1.152627e-04	1.419218e-02	8.121567e-03
5.187000e+00	2.018543e+00	1.176287e-04	1.430609e-02	8.222283e-03
5.187000e+00	2.025729e+00	1.200209e-04	1.441922e-02	8.323674e-03
5.187000e+00	2.032915e+00	1.224391e-04	1.453149e-02	8.425780e-03
5.187000e+00	2.040101e+00	1.248834e-04	1.464289e-02	8.528600e-03
5.187000e+00	2.047286e+00	1.273537e-04	1.475346e-02	8.632123e-03
5.187000e+00	2.054472e+00	1.298503e-04	1.486324e-02	8.736341e-03
5.187000e+00	2.061658e+00	1.323725e-04	1.497235e-02	8.841130e-03
5.187000e+00	2.068844e+00	1.349196e-04	1.508098e-02	8.946347e-03
5.187000e+00	2.076030e+00	1.374922e-04	1.518924e-02	9.051952e-03
5.187000e+00	2.083216e+00	1.400912e-04	1.529704e-02	9.158062e-03
5.187000e+00	2.090402e+00	1.427163e-04	1.540421e-02	9.264758e-03
5.187000e+00	2.097588e+00	1.453662e-04	1.551059e-02	9.372066e-03
5.187000e+00	2.104774e+00	1.480417e-04	1.561607e-02	9.480088e-03
5.187000e+00	2.111960e+00	1.507429e-04	1.572057e-02	9.588895e-03
5.187000e+00	2.119146e+00	1.534693e-04	1.582408e-02	9.698464e-03
5.187000e+00	2.126332e+00	1.562205e-04	1.592672e-02	9.808708e-03
5.187000e+00	2.133518e+00	1.589970e-04	1.602860e-02	9.919582e-03
5.187000e+00	2.140704e+00	1.617986e-04	1.612983e-02	1.003101e-02
5.187000e+00	2.147889e+00	1.646246e-04	1.623054e-02	1.014289e-02
5.187000e+00	2.155075e+00	1.674750e-04	1.633079e-02	1.025517e-02
5.187000e+00	2.162261e+00	1.703506e-04	1.643053e-02	1.036793e-02
5.187000e+00	2.169447e+00	1.732514e-04	1.652960e-02	1.048128e-02
5.187000e+00	2.176633e+00	1.761761e-04	1.662786e-02	1.059524e-02
5.187000e+00	2.183819e+00	1.791254e-04	1.672519e-02	1.070992e-02
5.187000e+00	2.191005e+00	1.820995e-04	1.682152e-02	1.082539e-02
5.187000e+00	2.198191e+00	1.850978e-04	1.691681e-02	1.094165e-02
5.187000e+00	2.205377e+00	1.881197e-04	1.701118e-02	1.105859e-02
5.187000e+00	2.212563e+00	1.911657e-04	1.710477e-02	1.117616e-02
5.187000e+00	2.219749e+00	1.942358e-04	1.719770e-02	1.129429e-02
5.187000e+00	2.226935e+00	1.973293e-04	1.729008e-02	1.141286e-02
5.187000e+00	2.234121e+00	2.004459e-04	1.738201e-02	1.153180e-02
5.187000e+00	2.241307e+00	2.035864e-04	1.747343e-02	1.165119e-02
5.187000e+00	2.248492e+00	2.067510e-04	1.756420e-02	1.177116e-02
5.187000e+00	2.255678e+00	2.099387e-04	1.765417e-02	1.189174e-02
5.187000e+00	2.262864e+00	2.131494e-04	1.774323e-02	1.201300e-02
5.187000e+00	2.270050e+00	2.163833e-04	1.783133e-02	1.213501e-02
5.187000e+00	2.277236e+00	2.196401e-04	1.791842e-02	1.225778e-02
5.187000e+00	2.284422e+00	2.229198e-04	1.800455e-02	1.238130e-02
5.187000e+00	2.291608e+00	2.262225e-04	1.808976e-02	1.250556e-02
5.187000e+00	2.298794e+00	2.295481e-04	1.817416e-02	1.263047e-02
5.187000e+00	2.305980e+00	2.328950e-04	1.825794e-02	1.275582e-02
5.187000e+00	2.313166e+00	2.362634e-04	1.834131e-02	1.288150e-02
5.187000e+00	2.320352e+00	2.396547e-04	1.842428e-02	1.300755e-02
5.187000e+00	2.327538e+00	2.430691e-04	1.850667e-02	1.313413e-02
5.187000e+00	2.334724e+00	2.465053e-04	1.858831e-02	1.326131e-02
5.187000e+00	2.341910e+00	2.499628e-04	1.866910e-02	1.338912e-02
5.187000e+00	2.349095e+00	2.534416e-04	1.874903e-02	1.351759e-02
5.187000e+00	2.356281e+00	2.569416e-04	1.882806e-02	1.364673e-02
5.187000e+00	2.363467e+00	2.604635e-04	1.890614e-02	1.377666e-02
5.187000e+00	2.370653e+00	2.640079e-04	1.898319e-02	1.390746e-02
5.187000e+00	2.377839e+00	2.675735e-04	1.905921e-02	1.403906e-02
5.187000e+00	2.385025e+00	2.711584e-04	1.913449e-02	1.417119e-02
5.187000e+00	2.392211e+00	2.747629e-04	1.920933e-02	1.430361e-02
5.187000e+00	2.399397e+00	2.783887e-04	1.928388e-02	1.443635e-02
5.187000e+00	2.406583e+00	2.820365e-04	1.935796e-02	1.456954e-02
5.187000e+00	2.413769e+00	2.857048e-04	1.943139e-02	1.470326e-02
5.187000e+00	2.420955e+00	2.893926e-04	1.950409e-02	1.483753e-02
5.187000e+00	2.428141e+00	2.931001e-04	1.957604e-02	1.497239e-02
5.187000e+00	2.435327e+00	2.968272e-04	1.964719e-02	1.510787e-02
5.187000e+00	2.442513e+00	3.005746e-04	1.971749e-02	1.524406e-02
5.187000e+00	2.449698e+00	3.043427e-04	1.978681e-02	1.538109e-02
5.187000e+00	2.456884e+00	3.081303e-04	1.985509e-02	1.551896e-02
5.187000e+00	2.464070e+00	3.119363e-04	1.992248e-02	1.565751e-02
5.187000e+00	2.471256e+00	3.157609e-04	1.998918e-02	1.579659e-02
5.187000e+00	2.478442e+00	3.196052e-04	2.005535e-02	1.593616e-02
5.187000e+00	2.485628e+00	3.234684e-04	2.012104e-02	1.607613e-02
5.187000e+00	2.492814e+00	3.273499e-04	2.018629e-02	1.621645e-02
5.187000e+00	2.500000e+00	3.312500e-04	2.025106e-02	1.635717e-02
